,Unnamed: 0,id,a_node,b_node,length,road_type,geometry,capacity_cars,type_bike,speed_car,speed_bike,free_flow_time_car,free_flow_time_bike,capacity_bikes,alpha,beta,flow_car_iteration_0,flow_bike_iteration_0,travel_time_car_0,travel_time_bike_0,flow_car_iteration_1,flow_bike_iteration_1,travel_time_car_1,travel_time_bike_1,flow_car_iteration_2,flow_bike_iteration_2,travel_time_car_2,travel_time_bike_2,flow_car_iteration_3,flow_bike_iteration_3,travel_time_car_3,travel_time_bike_3,flow_car_iteration_4,flow_bike_iteration_4,travel_time_car_4,travel_time_bike_4,flow_car_iteration_5,flow_bike_iteration_5,travel_time_car_5,travel_time_bike_5,flow_car_iteration_6,flow_bike_iteration_6,travel_time_car_6,travel_time_bike_6,flow_car_iteration_7,flow_bike_iteration_7,travel_time_car_7,travel_time_bike_7,flow_car_iteration_8,flow_bike_iteration_8,travel_time_car_8,travel_time_bike_8,flow_car_iteration_9,flow_bike_iteration_9,travel_time_car_9,travel_time_bike_9,flow_car_iteration_10,flow_bike_iteration_10,travel_time_car_10,travel_time_bike_10,flow_car_iteration_11,flow_bike_iteration_11,travel_time_car_11,travel_time_bike_11,flow_car_iteration_12,flow_bike_iteration_12,travel_time_car_12,travel_time_bike_12,flow_car_iteration_13,flow_bike_iteration_13,travel_time_car_13,travel_time_bike_13,flow_car_iteration_14,flow_bike_iteration_14,travel_time_car_14,travel_time_bike_14,flow_car_iteration_15,flow_bike_iteration_15,travel_time_car_15,travel_time_bike_15,flow_car_iteration_16,flow_bike_iteration_16,travel_time_car_16,travel_time_bike_16,flow_car_iteration_17,flow_bike_iteration_17,travel_time_car_17,travel_time_bike_17,flow_car_iteration_18,flow_bike_iteration_18,travel_time_car_18,travel_time_bike_18,flow_car_iteration_19,flow_bike_iteration_19,travel_time_car_19,travel_time_bike_19,flow_car_iteration_20,flow_bike_iteration_20,travel_time_car_20,travel_time_bike_20,flow_car_iteration_21,flow_bike_iteration_21,travel_time_car_21,travel_time_bike_21,flow_car_iteration_22,flow_bike_iteration_22,travel_time_car_22,travel_time_bike_22,flow_car_iteration_23,flow_bike_iteration_23,travel_time_car_23,travel_time_bike_23,flow_car_iteration_24,flow_bike_iteration_24,travel_time_car_24,travel_time_bike_24,flow_car_iteration_25,flow_bike_iteration_25,travel_time_car_25,travel_time_bike_25,flow_car_iteration_26,flow_bike_iteration_26,travel_time_car_26,travel_time_bike_26,flow_car_iteration_27,flow_bike_iteration_27,travel_time_car_27,travel_time_bike_27,flow_car_iteration_28,flow_bike_iteration_28,travel_time_car_28,travel_time_bike_28,flow_car_iteration_29,flow_bike_iteration_29,travel_time_car_29,travel_time_bike_29
0,0,72341,4874,4886,48.19354,10,"LINESTRING (83445.578125 447832.03125, 83417.3515625 447792.96875)",1200.0,None,9.722222222222221,5.555555555555555,4.957049828571429,8.6748372,99999,0.15,4,0.0,0.08197649239951257,4.957049828571429,4.3374186,0.0,9.362873808517835e-11,4.957049828571429,8.6748372,0.0,9.362873808517835e-11,4.957049828571429,8.6748372,0.0,9.362873808517835e-11,4.957049828571429,8.6748372,0.0,0.0,4.957049828571429,8.6748372,0.0,0.0,4.957049828571429,8.6748372,0.0,6.555620909096311e-20,4.957049828571429,8.6748372,0.0,6.555620909096311e-20,4.957049828571429,8.6748372,0.0,6.555620909096311e-20,4.957049828571429,8.6748372,0.0,6.555620909096311e-20,4.957049828571429,8.6748372,0.0,6.555620909096311e-20,4.957049828571429,8.6748372,0.0,6.555620909096311e-20,4.957049828571429,8.6748372,0.0,6.548736173943283e-20,4.957049828571429,8.6748372,0.0,6.548736173943283e-20,4.957049828571429,8.6748372,0.0,0.0,4.957049828571429,8.6748372,0.0,0.0,4.957049828571429,8.6748372,0.0,0.0,4.957049828571429,8.6748372,0.0,0.0,4.957049828571429,8.6748372,0.0,0.0,4.957049828571429,8.6748372,0.0,0.004364592458034835,4.957049828571429,8.6748372,0.0,0.004324470695717593,4.957049828571429,8.6748372,0.0,0.004324470695717593,4.957049828571429,8.6748372,0.0,0.004324470695717593,4.957049828571429,8.6748372,0.0,0.004324470695717593,4.957049828571429,8.6748372,0.0,0.004324470695717593,4.957049828571429,8.6748372,0.0,0.004324470695717593,4.957049828571429,8.6748372,0.0,0.004331836092874158,4.957049828571429,8.6748372,0.0,0.004331836190175233,4.957049828571429,8.6748372,0.0,0.004331836092874158,4.957049828571429,8.6748372,0.0,0.004331836092874158,4.957049828571429,8.6748372
1,1,72342,4886,4874,48.19354,10,"LINESTRING (83445.578125 447832.03125, 83417.3515625 447792.96875)",1200.0,None,9.722222222222221,5.555555555555555,4.957049828571429,8.6748372,99999,0.15,4,0.0,0.005027696374199496,4.957049828571429,4.3374186,0.0,3.477336694821695e-10,4.957049828571429,8.6748372,0.0,2.0538517962942444e-10,4.957049828571429,8.6748372,0.0,2.0538517962942444e-10,4.957049828571429,8.6748372,0.0,1.306488004778616e-12,4.957049828571429,8.6748372,0.0,1.9896665287683636e-10,4.957049828571429,8.6748372,0.0,8.067002042006314e-20,4.957049828571429,8.6748372,0.0,8.067002042006314e-20,4.957049828571429,8.6748372,0.0,9.38286370713983e-19,4.957049828571429,8.6748372,0.0,4.042177929100865e-20,4.957049828571429,8.6748372,0.0,5.4452353258159907e-05,4.957049828571429,8.6748372,0.0,6.54042239800076e-05,4.957049828571429,8.6748372,0.0,6.540261394103201e-05,4.957049828571429,8.6748372,0.0,4.502496812798969e-05,4.957049828571429,8.6748372,0.0,4.5024968127989744e-05,4.957049828571429,8.6748372,0.0,4.502496812798977e-05,4.957049828571429,8.6748372,0.0,0.00013835414516953848,4.957049828571429,8.6748372,0.0,0.0002089083909308627,4.957049828571429,8.6748372,0.0,0.00022173106513305235,4.957049828571429,8.6748372,0.0,5.541013776775868e-06,4.957049828571429,8.6748372,0.0,5.541013776775868e-06,4.957049828571429,8.6748372,0.0,5.541107380259979e-06,4.957049828571429,8.6748372,0.0,6.220874537142273e-06,4.957049828571429,8.6748372,0.0,6.220874537142273e-06,4.957049828571429,8.6748372,0.0,6.220874537142273e-06,4.957049828571429,8.6748372,0.0,6.220874537142273e-06,4.957049828571429,8.6748372,0.0,2.65635136703479e-05,4.957049828571429,8.6748372,0.0,4.678195043432217e-05,4.957049828571429,8.6748372,0.0,4.678195043432259e-05,4.957049828571429,8.6748372,0.0,4.678247188215077e-05,4.957049828571429,8.6748372
2,2,96031,6448,6451,281.49918,10,"LINESTRING (83844.5390625 449272.65625, 83635.78125 449461.5)",1200.0,None,9.722222222222221,5.555555555555555,28.954201371428574,50.6698524,99999,0.15,4,0.0,26.636117527341344,28.954201371428574,25.3349262,0.0,26.63612394897705,28.954201371428574,25.3349262,0.0,26.636123948965498,28.954201371428574,25.3349262,0.0,27.85143545162184,28.954201371428574,25.3349262,0.0,27.85143502890573,28.954201371428574,25.3349262,0.0,27.85143445787088,28.954201371428574,25.3349262,0.0,27.851434457870763,28.954201371428574,25.3349262,0.0,31.207974900183636,28.954201371428574,25.3349262,0.0,45.22702092487342,28.954201371428574,25.3349262,0.0,45.22702029936826,28.954201371428574,25.3349262,0.0,45.22702015833305,28.954201371428574,25.3349262,0.0,45.22702015833305,28.954201371428574,25.3349262,0.0,45.22701696969722,28.954201371428574,25.3349262,0.0,45.22701653759841,28.954201371428574,25.3349262,0.0,45.22700899315771,28.954201371428574,25.3349262,0.0,45.22700329771816,28.954201371428574,25.3349262,0.0,46.4020674951921,28.954201371428574,25.3349262,0.0,58.70696657748132,28.954201371428574,25.3349262,0.0,59.2666351950062,28.954201371428574,25.3349262,0.0,59.26666529869023,28.954201371428574,25.3349262,0.0,59.266637646889926,28.954201371428574,25.3349262,0.0,45.21666854583302,28.954201371428574,50.6698524,0.0,45.21666687930526,28.954201371428574,50.6698524,0.0,43.70398917461188,28.954201371428574,50.6698524,0.0,43.705301046338406,28.954201371428574,50.6698524,0.0,43.705285047100645,28.954201371428574,50.6698524,0.0,43.35399358857053,28.954201371428574,50.6698524,0.0,43.35400583531001,28.954201371428574,50.6698524,0.0,43.35396761227533,28.954201371428574,50.6698524,0.0,43.35395800312977,28.954201371428574,50.6698524
3,3,96032,6451,6448,281.49918,10,"LINESTRING (83844.5390625 449272.65625, 83635.78125 449461.5)",1200.0,None,9.722222222222221,5.555555555555555,28.954201371428574,50.6698524,99999,0.15,4,0.0,14.427617419216595,28.954201371428574,25.3349262,0.0,14.585654089256455,28.954201371428574,25.3349262,0.0,14.585653615052927,28.954201371428574,25.3349262,0.0,16.52737502964219,28.954201371428574,25.3349262,0.0,18.68362340329991,28.954201371428574,25.3349262,0.0,18.683623403299915,28.954201371428574,25.3349262,0.0,18.683623338010925,28.954201371428574,25.3349262,0.0,31.040066792226604,28.954201371428574,25.3349262,0.0,31.040067719730395,28.954201371428574,25.3349262,0.0,31.040066606393985,28.954201371428574,25.3349262,0.0,32.63459747897775,28.954201371428574,25.3349262,0.0,33.8921797006061,28.954201371428574,25.3349262,0.0,33.897931251322774,28.954201371428574,25.3349262,0.0,33.89793076941297,28.954201371428574,25.3349262,0.0,32.63456237816876,28.954201371428574,25.3349262,0.0,30.42803276474526,28.954201371428574,50.6698524,0.0,31.72778820475345,28.954201371428574,50.6698524,0.0,31.727784699424056,28.954201371428574,50.6698524,0.0,29.098240561669954,28.954201371428574,50.6698524,0.0,29.098222028174167,28.954201371428574,50.6698524,0.0,29.093873871339152,28.954201371428574,50.6698524,0.0,29.093873871339255,28.954201371428574,50.6698524,0.0,29.093869849074817,28.954201371428574,50.6698524,0.0,29.09386562013246,28.954201371428574,50.6698524,0.0,29.093858340751098,28.954201371428574,50.6698524,0.0,28.72502918996164,28.954201371428574,50.6698524,0.0,28.723355033203116,28.954201371428574,50.6698524,0.0,28.719839315423005,28.954201371428574,50.6698524,0.0,28.476699336950933,28.954201371428574,50.6698524,0.0,28.47667156555243,28.954201371428574,50.6698524
4,4,96091,6448,6453,263.29017,8,"LINESTRING (83844.5390625 449272.65625, 83926.625 449177.96875, 83970.78125 449047.25)",1800.0,None,13.88888888888889,5.555555555555555,18.95689224,47.3922306,99999,0.15,4,115.37327563220751,39.79552321878164,18.95694023425697,23.6961153,115.37327572373712,41.12896260033218,18.956940234257125,23.6961153,115.37327635892002,41.12860271210606,18.95694023425818,23.6961153,115.3732764497375,41.1287063747415,18.956940234258333,23.6961153,115.37327645859372,45.521012419632285,18.956940234258344,23.6961153,115.37327645859374,45.521012419632285,18.956940234258344,23.6961153,115.37327650770227,45.52101228481121,18.95694023425843,23.6961153,115.37327653276375,57.87745570912461,18.956940234258465,23.6961153,115.37327653276378,57.8774556155031,18.956940234258465,23.6961153,115.37327734362593,57.87745334406224,18.956940234259818,23.6961153,115.37327734362593,57.87745334406285,18.956940234259818,23.6961153,115.37327734362594,59.135035414100855,18.956940234259818,23.6961153,115.37327787715988,59.140785835552414,18.956940234260706,23.6961153,115.3732783994966,59.140783976815115,18.956940234261573,23.6961153,115.37329109167355,57.87738206557613,18.956940234282694,23.6961153,115.37329126732318,57.87734493784397,18.956940234282985,23.6961153,115.37329576293003,56.702256109948245,18.956940234290464,23.6961153,115.37329804231177,56.70190828807663,18.956940234294258,23.6961153,115.37330066387008,56.70189774956574,18.956940234298624,23.6961153,115.37330160275518,56.70186915208863,18.956940234300184,23.6961153,115.37330771013798,56.697507019030475,18.956940234310345,47.3922306,115.373307710138,56.69750701903062,18.956940234310345,47.3922306,115.3733099112939,56.697497762538,18.956940234314008,47.3922306,115.3733099112939,56.69748577025881,18.956940234314008,47.3922306,115.37331229031949,56.697470319324,18.95694023431797,47.3922306,115.37331229031949,56.328639001752585,18.95694023431797,47.3922306,115.37331399663091,56.326958469007025,18.956940234320804,47.3922306,115.3733145431432,56.323432409502374,18.956940234321713,47.3922306,115.37331454314322,56.08027581447199,18.956940234321713,47.3922306,115.37331454314317,56.08023209202555,18.956940234321713,47.3922306
5,5,96092,6453,6448,263.29017,8,"LINESTRING (83844.5390625 449272.65625, 83926.625 449177.96875, 83970.78125 449047.25)",1800.0,None,13.88888888888889,5.555555555555555,18.95689224,47.3922306,99999,0.15,4,275.81115796680723,69.83242056132917,18.95845976944126,23.6961153,275.81115802417764,69.83397593734773,18.958459769442563,23.6961153,275.81115802417764,69.83444949200253,18.958459769442563,23.6961153,275.81115803930726,71.35183450855855,18.958459769442907,23.6961153,275.8111592222605,71.35183290266514,18.9584597694698,23.6961153,275.8111594174161,71.3518238596182,18.95845976947424,23.6961153,275.8111594174161,71.22253440111744,18.95845976947424,23.6961153,275.8111594174161,74.70837134621044,18.95845976947424,23.6961153,275.8111594174161,88.72741697051694,18.95845976947424,23.6961153,275.81115941741604,88.72741470570742,18.95845976947424,23.6961153,275.81115958687667,87.13288020914452,18.95845976947809,23.6961153,275.8111595868767,87.13288020914452,18.95845976947809,23.6961153,275.811160290703,87.13287517780866,18.958459769494088,23.6961153,275.8111607800593,87.13287425635349,18.958459769505215,23.6961153,275.81116717012975,87.13285969466342,18.958459769650478,23.6961153,275.8111742738835,88.43260752923659,18.958459769811974,23.6961153,275.811181094372,87.13282167610436,18.958459769967025,23.6961153,275.8111865433694,99.43737263932728,18.9584597700909,23.6961153,275.8111960929886,99.41747726905096,18.958459770307993,23.6961153,275.81119609298867,99.41750737273502,18.958459770307993,23.6961153,275.81119984479346,99.41747282453854,18.958459770393286,23.6961153,275.81120619674044,87.75822400856381,18.95845977053769,23.6961153,275.81120619674044,87.75821720639829,18.95845977053769,23.6961153,275.8112500291004,86.24547513708653,18.958459771534148,47.3922306,275.811251424342,86.24678482541002,18.958459771565863,47.3922306,275.81125859816507,86.24675982338375,18.958459771728947,47.3922306,275.81126289651695,85.89546289372763,18.958459771826668,47.3922306,275.8112641411455,85.89547170832573,18.95845977185496,47.3922306,275.81126628256936,85.89541557649187,18.95845977190364,47.3922306,275.8112683078104,85.89540039043277,18.958459771949684,47.3922306
6,6,96161,6454,6455,170.08486,10,"LINESTRING (84155.3046875 449187.25, 84221.5234375 449239.375, 84292.078125 449288.21875)",1200.0,None,9.722222222222221,5.555555555555555,17.494442742857142,30.615274799999998,99999,0.15,4,18.93381783617278,1.99816105455768e-52,17.494442905494072,15.307637399999999,18.933817836172775,1.4302019803251244e-123,17.494442905494072,30.615274799999998,18.93381783617278,4.540572962020518e-123,17.494442905494072,30.615274799999998,18.933817836172775,4.540572962020518e-123,17.494442905494072,30.615274799999998,18.93381783617278,8.420047391621276e-123,17.494442905494072,30.615274799999998,18.93381783617278,3.777885565577898e-123,17.494442905494072,30.615274799999998,18.93381783617278,3.692627423427652e-123,17.494442905494072,30.615274799999998,18.93381783617278,3.692627423427652e-123,17.494442905494072,30.615274799999998,18.933817836172782,8.486405503944744e-125,17.494442905494072,30.615274799999998,18.93381783617278,8.486405503944744e-125,17.494442905494072,30.615274799999998,18.93381783617278,1.0955178821567322e-124,17.494442905494072,30.615274799999998,18.93381783617278,1.0955178821567322e-124,17.494442905494072,30.615274799999998,18.93381783617278,1.908957340663279e-124,17.494442905494072,30.615274799999998,18.93381783617278,1.908957340663279e-124,17.494442905494072,30.615274799999998,18.93381783617278,1.793874654308887e-124,17.494442905494072,30.615274799999998,18.93381783617278,1.793874654308887e-124,17.494442905494072,30.615274799999998,18.93381783617278,4.827273938258333e-87,17.494442905494072,30.615274799999998,18.933818945927904,9.350775386404406e-86,17.494442905494108,30.615274799999998,18.933819463702818,1.3303135010948848e-75,17.49444290549413,30.615274799999998,18.933819463702815,1.3303135010948848e-75,17.49444290549413,30.615274799999998,18.933819463702818,1.3104494509189316e-75,17.49444290549413,30.615274799999998,18.933821396770444,1.3073899967368057e-75,17.494442905494193,30.615274799999998,18.933821396770444,1.307389996736806e-75,17.494442905494193,30.615274799999998,18.933822590573552,8.835440262264397e-72,17.494442905494232,30.615274799999998,18.933822590573552,8.835440262264397e-72,17.494442905494232,30.615274799999998,18.933822590573552,8.835440262264397e-72,17.494442905494232,30.615274799999998,18.933822590573552,8.835440262264397e-72,17.494442905494232,30.615274799999998,18.933822590573556,8.835440262264397e-72,17.494442905494232,30.615274799999998,18.933822590573556,8.835440262264397e-72,17.494442905494232,30.615274799999998,18.933822590573556,8.835440262264397e-72,17.494442905494232,30.615274799999998
7,7,96162,6455,6454,170.08486,10,"LINESTRING (84155.3046875 449187.25, 84221.5234375 449239.375, 84292.078125 449288.21875)",1200.0,None,9.722222222222221,5.555555555555555,17.494442742857142,30.615274799999998,99999,0.15,4,18.423691667436465,5.4132728625889505e-34,17.49444288866234,15.307637399999999,18.423691667436465,4.309527175370723e-56,17.49444288866234,30.615274799999998,18.423691667436465,4.309527175370723e-56,17.49444288866234,30.615274799999998,18.42369166743646,1.8083428152749793e-132,17.49444288866234,30.615274799999998,18.423691667436465,1.8083428152749793e-132,17.49444288866234,30.615274799999998,18.423691667436465,1.8083428152749793e-132,17.49444288866234,30.615274799999998,18.423691667436465,1.8083428152749793e-132,17.49444288866234,30.615274799999998,18.423691667436465,1.8083428152749793e-132,17.49444288866234,30.615274799999998,18.423691667436465,1.8456727590074428e-138,17.49444288866234,30.615274799999998,18.423691667436465,1.8456727590074428e-138,17.49444288866234,30.615274799999998,18.423691667436465,1.8456727590074428e-138,17.49444288866234,30.615274799999998,18.423691667436465,1.8456727590074428e-138,17.49444288866234,30.615274799999998,18.423691667436465,1.8456727590074428e-138,17.49444288866234,30.615274799999998,18.423691908301112,1.68331637671237e-138,17.49444288866235,30.615274799999998,18.423692988156315,1.613853446724931e-138,17.494442888662384,30.615274799999998,18.423694869142235,5.972424570652403e-76,17.494442888662448,30.615274799999998,18.42369517667055,5.446719124262205e-76,17.494442888662455,30.615274799999998,18.423695591268746,4.4006479375150255e-77,17.494442888662466,30.615274799999998,18.423695591268746,5.793581712749475e-76,17.494442888662466,30.615274799999998,18.423695591268746,5.833994894286623e-76,17.494442888662466,30.615274799999998,18.423696293740978,9.233814780545506e-67,17.49444288866249,30.615274799999998,18.423696293740978,9.233814780545506e-67,17.49444288866249,30.615274799999998,18.423696293740978,9.233814780545506e-67,17.49444288866249,30.615274799999998,18.423696293740978,9.233814780545506e-67,17.49444288866249,30.615274799999998,18.423696293740978,9.233814780545506e-67,17.49444288866249,30.615274799999998,18.423696293740978,9.233814780545506e-67,17.49444288866249,30.615274799999998,18.423696293740978,9.233814780545506e-67,17.49444288866249,30.615274799999998,18.423696293740978,9.233814780545506e-67,17.49444288866249,30.615274799999998,18.423696293740978,9.233814780545506e-67,17.49444288866249,30.615274799999998,18.423696293740978,9.233814780545506e-67,17.49444288866249,30.615274799999998
8,8,96191,6453,6454,231.6424,10,"LINESTRING (83970.78125 449047.25, 84066.3046875 449117.8125, 84155.3046875 449187.25)",1200.0,None,9.722222222222221,5.555555555555555,23.82607542857143,41.695632,99999,0.15,4,18.93381783617278,0.0024446386642727816,23.826075650070322,20.847816,18.933817836172775,1.4302019803251244e-123,23.826075650070322,41.695632,18.93381783617278,4.540572962020518e-123,23.826075650070322,41.695632,18.933817836172775,4.540572962020518e-123,23.826075650070322,41.695632,18.93381783617278,8.420047391621276e-123,23.826075650070322,41.695632,18.93381783617278,3.777885565577898e-123,23.826075650070322,41.695632,18.93381783617278,3.692627423427652e-123,23.826075650070322,41.695632,18.93381783617278,3.692627423427652e-123,23.826075650070322,41.695632,18.933817836172782,8.486405503944744e-125,23.826075650070322,41.695632,18.93381783617278,8.486405503944744e-125,23.826075650070322,41.695632,18.93381783617278,1.0955178821567322e-124,23.826075650070322,41.695632,18.93381783617278,1.0955178821567322e-124,23.826075650070322,41.695632,18.93381783617278,1.908957340663279e-124,23.826075650070322,41.695632,18.93381783617278,1.908957340663279e-124,23.826075650070322,41.695632,18.93381783617278,7.779895565476395e-12,23.826075650070322,41.695632,18.93381783617278,7.77508472176969e-12,23.826075650070322,41.695632,18.93381783617278,7.77508472176969e-12,23.826075650070322,41.695632,18.933818945927904,7.77508472176969e-12,23.826075650070376,41.695632,18.933819463702818,7.77508472176969e-12,23.8260756500704,41.695632,18.933819463702815,7.77508472176969e-12,23.8260756500704,41.695632,18.933819463702818,5.606219576660093e-06,23.8260756500704,41.695632,18.933821396770444,5.606219576660093e-06,23.826075650070493,41.695632,18.933821396770444,5.606219576660093e-06,23.826075650070493,41.695632,18.933822590573552,5.606219576660093e-06,23.826075650070543,41.695632,18.933822590573552,5.606219576660093e-06,23.826075650070543,41.695632,18.933822590573552,5.606219576660093e-06,23.826075650070543,41.695632,18.933822590573552,5.606219576660093e-06,23.826075650070543,41.695632,18.933822590573556,5.606219576660093e-06,23.826075650070543,41.695632,18.933822590573556,5.606219576660093e-06,23.826075650070543,41.695632,18.933822590573556,5.606219576660093e-06,23.826075650070543,41.695632
9,9,96192,6454,6453,231.6424,10,"LINESTRING (83970.78125 449047.25, 84066.3046875 449117.8125, 84155.3046875 449187.25)",1200.0,None,9.722222222222221,5.555555555555555,23.82607542857143,41.695632,99999,0.15,4,18.423691667436465,0.01236224731503176,23.82607562714681,20.847816,18.423691667436465,1.276805105085031e-41,23.82607562714681,41.695632,18.423691667436465,1.2768825288505402e-41,23.82607562714681,41.695632,18.42369166743646,1.276882528850536e-41,23.82607562714681,41.695632,18.423691667436465,1.276882528850536e-41,23.82607562714681,41.695632,18.423691667436465,1.8083428152749793e-132,23.82607562714681,41.695632,18.423691667436465,1.8083428152749793e-132,23.82607562714681,41.695632,18.423691667436465,1.8083428152749793e-132,23.82607562714681,41.695632,18.423691667436465,1.8456727590074428e-138,23.82607562714681,41.695632,18.423691667436465,1.8456727590074428e-138,23.82607562714681,41.695632,18.423691667436465,1.8456727590074428e-138,23.82607562714681,41.695632,18.423691667436465,1.8456727590074428e-138,23.82607562714681,41.695632,18.423691667436465,1.8456727590074428e-138,23.82607562714681,41.695632,18.423691908301112,1.68331637671237e-138,23.82607562714682,41.695632,18.423692988156315,1.613853446724931e-138,23.82607562714687,41.695632,18.423694869142235,5.972424570652403e-76,23.826075627146956,41.695632,18.42369517667055,5.446719124262205e-76,23.826075627146967,41.695632,18.423695591268746,7.441749520505281e-48,23.82607562714698,41.695632,18.423695591268746,2.413014117773093e-43,23.82607562714698,41.695632,18.423695591268746,5.833994894286623e-76,23.82607562714698,41.695632,18.423696293740978,9.233814780545506e-67,23.826075627147013,41.695632,18.423696293740978,9.233814780545506e-67,23.826075627147013,41.695632,18.423696293740978,9.233814780545506e-67,23.826075627147013,41.695632,18.423696293740978,2.893505014769796e-05,23.826075627147013,41.695632,18.423696293740978,2.893505014769796e-05,23.826075627147013,41.695632,18.423696293740978,2.893505014769796e-05,23.826075627147013,41.695632,18.423696293740978,2.893505014769796e-05,23.826075627147013,41.695632,18.423696293740978,2.893505014769796e-05,23.826075627147013,41.695632,18.423696293740978,2.893505014769796e-05,23.826075627147013,41.695632,18.423696293740978,2.893505014769796e-05,23.826075627147013,41.695632
