element,id,geometry,leisure,name,seamark:harbour:category,seamark:type,source,wheelchair,check_date,sport,addr:city,addr:housenumber,addr:postcode,addr:street,phone,source:date,surface,natural,leaf_cycle,leaf_type,covered,fee,indoor,fixme,alt_name,highway,lit,landuse,loc_ref,access,shade,name:etymology:wikidata,wikidata,website,layer,check_date:opening_hours,dog,opening_hours,wetland,note,operator,operator:wikidata,wikipedia,construction,bicycle,tracktype,hoops,water,landcover,garden:type,genus,species,charge,email,official_name,old_name,tourism,wikimedia_commons,description,start_date,source:name,barrier,level,levels,access:conditional,foot:conditional,seasonal,vehicle,foot,residential,disused:highway,heritage,heritage:operator,ref:rce,horse,trail_visibility,bridge,motor_vehicle,check_date:surface,intermittent,ele,area,canoe,barrier:material,historic,ref:heritage,service,maxweight:signed,opening_date,usage,informal,building:levels,building:part,type,name:en,name:nl
way,137593336,"POLYGON ((4.3680387 52.0150968, 4.3682334 52.0151757, 4.3682833 52.0151587, 4.368312 52.0151374, 4.3680879 52.0150436, 4.3680455 52.015039, 4.3680235 52.0150781, 4.3680387 52.0150968))",,,,,3dShapes,,,,,,,,,,,water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,137593348,"POLYGON ((4.3668578 52.0148851, 4.3669787 52.0149378, 4.367031 52.0148927, 4.3670769 52.0148866, 4.3671315 52.0148377, 4.3671841 52.0147906, 4.3674303 52.0148944, 4.367565 52.0149456, 4.3677604 52.0150228, 4.3678145 52.0150206, 4.3678342 52.0150089, 4.3678833 52.0149509, 4.3674057 52.0147991, 4.3672471 52.014751, 4.3671518 52.0147374, 4.3670719 52.0147423, 4.3670151 52.0147612, 4.3669843 52.0147816, 4.3668578 52.0148851))",,,,,3dShapes,,,,,,,,,,,water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,137593394,"POLYGON ((4.3669327 52.0170014, 4.3674497 52.0172245, 4.3677253 52.0173532, 4.3677781 52.0173691, 4.3678032 52.0173616, 4.3682739 52.0169325, 4.3689933 52.0162899, 4.3690637 52.0162211, 4.3690959 52.016177, 4.3690974 52.0161689, 4.3690362 52.0161431, 4.3688106 52.0163557, 4.3686859 52.0164782, 4.368164 52.0169625, 4.3677652 52.017316, 4.3675145 52.0172097, 4.3675151 52.0171827, 4.3674513 52.0171529, 4.3669845 52.0169593, 4.3669327 52.0170014))",,,,,3dShapes,,,,,,,,,,,,,,,,,,,,,forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,137593412,"POLYGON ((4.3694318 52.0161977, 4.3705786 52.016675, 4.370621 52.0166839, 4.3706433 52.016681, 4.3706538 52.0166705, 4.3706232 52.0166427, 4.3691378 52.016027, 4.368225 52.0156518, 4.3677473 52.0154072, 4.3667884 52.0149969, 4.3662093 52.0155284, 4.3662813 52.0155566, 4.3663989 52.0154574, 4.3666704 52.0151942, 4.3667562 52.0151251, 4.3668073 52.0151386, 4.3669439 52.0152268, 4.3670085 52.0152292, 4.3670776 52.015246, 4.3672167 52.0152967, 4.3673083 52.0153243, 4.3674491 52.0153688, 4.3675855 52.0154207, 4.3676983 52.0154744, 4.3677897 52.0155409, 4.3678123 52.0155312, 4.3679029 52.0155901, 4.3679832 52.0156287, 4.3680413 52.015648, 4.3681201 52.0156686, 4.3681075 52.0156773, 4.368319 52.0157689, 4.3685992 52.0158893, 4.368924 52.0160357, 4.3689612 52.0160525, 4.3690232 52.0160882, 4.36906 52.0161093, 4.369103 52.0161386, 4.3690996 52.0161571, 4.3690974 52.0161689, 4.3690959 52.016177, 4.3690637 52.0162211, 4.3689933 52.0162899, 4.3682739 52.0169325, 4.3678032 52.0173616, 4.3677781 52.0173691, 4.3677253 52.0173532, 4.3674497 52.0172245, 4.3669327 52.0170014, 4.3660561 52.0166523, 4.3656489 52.0167271, 4.3656742 52.0167576, 4.3660389 52.016683, 4.366279 52.0167714, 4.3668913 52.0170461, 4.3674484 52.0172804, 4.3675817 52.0173462, 4.3677426 52.0174189, 4.3674389 52.0177006, 4.3673824 52.0177436, 4.3673525 52.017745, 4.3664417 52.017352, 4.3654988 52.0169371, 4.3654372 52.0169062, 4.3654243 52.0168761, 4.3654331 52.0168461, 4.3654553 52.0168244, 4.3655266 52.0167933, 4.3655868 52.0167854, 4.365553 52.0167519, 4.3653662 52.0168054, 4.3653437 52.016842, 4.3653347 52.0168804, 4.36535 52.0169207, 4.3653951 52.0169629, 4.3655718 52.0170417, 4.3674352 52.0178601, 4.3684023 52.0182825, 4.3687286 52.0184241, 4.3688071 52.0183773, 4.3679199 52.0179929, 4.3674922 52.0178033, 4.3678919 52.0174326, 4.3681603 52.0171837, 4.3689123 52.016465, 4.369 52.0164958, 4.3690556 52.0164772, 4.3693469 52.016224, 4.3693783 52.0161939, 4.3694119 52.0161888, 4.3694318 52.0161977))",,,,,3dShapes,,,,,,,,,,,water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,137593421,"POLYGON ((4.3659142 52.0169312, 4.3655868 52.0167854, 4.3655266 52.0167933, 4.3654553 52.0168244, 4.3654331 52.0168461, 4.3654243 52.0168761, 4.3654372 52.0169062, 4.3654988 52.0169371, 4.3664417 52.017352, 4.3673525 52.017745, 4.3673824 52.0177436, 4.3674389 52.0177006, 4.3677426 52.0174189, 4.3675817 52.0173462, 4.3674484 52.0172804, 4.3668913 52.0170461, 4.366279 52.0167714, 4.3660389 52.016683, 4.3656742 52.0167576, 4.3659628 52.016888, 4.3659989 52.016856, 4.3659205 52.0168147, 4.3658587 52.016728, 4.3659191 52.0167197, 4.3660024 52.0167767, 4.3660462 52.0168141, 4.3660922 52.0167733, 4.3673234 52.0172956, 4.3670665 52.017528, 4.3658247 52.0170104, 4.3659142 52.0169312))",,,,,3dShapes,,,,,,,,,,,,deciduous,broadleaved,,,,,,,,forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,137593431,"POLYGON ((4.3704894 52.0167955, 4.3694593 52.0176993, 4.3694929 52.0177185, 4.3694312 52.0177777, 4.3693354 52.0177478, 4.3692583 52.0177634, 4.3687997 52.0181944, 4.3690289 52.0182823, 4.369839 52.0175989, 4.3706809 52.0168699, 4.3706549 52.016866, 4.3704894 52.0167955))",,,,,3dShapes,,,,,,,,,,,,,,,,,,,,,grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,137593450,"POLYGON ((4.3673103 52.0207304, 4.3670101 52.0209946, 4.3668953 52.0210925, 4.3670132 52.0211001, 4.3670862 52.0210823, 4.3671658 52.0210223, 4.3674566 52.020739, 4.3676096 52.0206031, 4.367701 52.0206509, 4.3676676 52.0207853, 4.3692104 52.0194454, 4.3693175 52.0192518, 4.36942 52.0191028, 4.3695035 52.0190179, 4.3696587 52.0188871, 4.3702856 52.0183586, 4.3708932 52.0178194, 4.3715497 52.0172797, 4.3716749 52.0171785, 4.3719905 52.0169578, 4.3721586 52.0168742, 4.3727968 52.0163563, 4.3732539 52.0159582, 4.3733257 52.0158425, 4.3733503 52.015851, 4.3733766 52.0158024, 4.3733753 52.0157611, 4.3733194 52.0157673, 4.3732919 52.0157508, 4.3733121 52.0157195, 4.3733102 52.0156883, 4.3732957 52.0156626, 4.3732712 52.0156414, 4.3730283 52.0158292, 4.3720194 52.0166756, 4.3713865 52.0172252, 4.3700854 52.01834, 4.3697741 52.0186138, 4.3694704 52.0188684, 4.3685825 52.019638, 4.3681781 52.019978, 4.3679616 52.020168, 4.3676382 52.0204475, 4.3673828 52.0206666, 4.3674361 52.0207031, 4.3673904 52.0207454, 4.3673103 52.0207304))",,,,,,,,,,,,,,,,,,,,,,,,,,grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,137593461,"POLYGON ((4.3720869 52.0170087, 4.3720171 52.0169931, 4.3717921 52.0171331, 4.3707501 52.0180245, 4.3701235 52.0185627, 4.3698223 52.018821, 4.3696708 52.0189501, 4.369522 52.0190789, 4.3695612 52.0190914, 4.370795 52.018038, 4.3718296 52.0171638, 4.3718759 52.0171352, 4.3719255 52.0171112, 4.3721342 52.0170288, 4.372546 52.0167361, 4.3728535 52.0164881, 4.373157 52.0162156, 4.3732734 52.0160891, 4.3733347 52.0160161, 4.3733779 52.0159435, 4.3734252 52.0158538, 4.3734297 52.0158149, 4.3734243 52.015756, 4.3733753 52.0157611, 4.3733766 52.0158024, 4.3733503 52.015851, 4.3733733 52.015859, 4.3732975 52.0159954, 4.3728461 52.0163794, 4.3720869 52.0170087))",,,,,,,,,,,,,,,,,deciduous,broadleaved,,,,,,,,forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,137593477,"POLYGON ((4.3728573 52.0170216, 4.3728753 52.016997, 4.373072 52.0168338, 4.373523 52.0164444, 4.3737122 52.0162802, 4.3737928 52.0162113, 4.3736759 52.0161608, 4.3728294 52.0168946, 4.3725788 52.0167557, 4.3724412 52.0168602, 4.3724624 52.0168707, 4.372585 52.0169261, 4.3728336 52.0170242, 4.3728573 52.0170216))",,,,,,,,,,,,,,,,,deciduous,broadleaved,,,,,,,,forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,137593487,"POLYGON ((4.3737822 52.016282, 4.3736659 52.0163804, 4.3734622 52.0165408, 4.3732708 52.0167052, 4.3731552 52.0168129, 4.3728813 52.0170445, 4.372884 52.0170597, 4.3730885 52.0171421, 4.3730752 52.0170633, 4.3730765 52.0170086, 4.3731355 52.0169346, 4.3731967 52.0168981, 4.3732313 52.0168877, 4.373335 52.0168726, 4.3734669 52.016872, 4.3736593 52.0168647, 4.3737311 52.0168603, 4.3737717 52.016841, 4.3737925 52.0168128, 4.3738031 52.0167227, 4.373813 52.0166643, 4.3738429 52.0166132, 4.3738872 52.0165551, 4.3739124 52.0165166, 4.3739401 52.0164362, 4.3739485 52.016422, 4.3739057 52.0163713, 4.3738551 52.0163228, 4.3737822 52.016282))",,,,,3dShapes,,,,,,,,,,,,deciduous,broadleaved,,,,,,,,forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,137593506,"POLYGON ((4.3740258 52.0165572, 4.3740572 52.0165072, 4.3741171 52.0164394, 4.3741854 52.0164041, 4.3742625 52.0163915, 4.3743514 52.0163959, 4.3744552 52.0164235, 4.3745924 52.0164663, 4.3747233 52.0165185, 4.37483 52.0165534, 4.3749034 52.0165636, 4.374965 52.0165585, 4.3750209 52.0165267, 4.375062 52.0164852, 4.3750451 52.0164783, 4.3749878 52.0164725, 4.3748975 52.0164728, 4.3748202 52.0164615, 4.3746242 52.0163767, 4.374516 52.0163401, 4.374382 52.0163055, 4.3742904 52.0162957, 4.3741956 52.0163019, 4.3741002 52.0163295, 4.3740106 52.0163607, 4.3740003 52.0163682, 4.373964 52.0163957, 4.3739485 52.016422, 4.3739401 52.0164362, 4.3739124 52.0165166, 4.3738872 52.0165551, 4.3738429 52.0166132, 4.373813 52.0166643, 4.3738031 52.0167227, 4.3737925 52.0168128, 4.3737717 52.016841, 4.3737311 52.0168603, 4.3736593 52.0168647, 4.3734669 52.016872, 4.373335 52.0168726, 4.3732313 52.0168877, 4.3731967 52.0168981, 4.3731355 52.0169346, 4.3730765 52.0170086, 4.3730752 52.0170633, 4.3730885 52.0171421, 4.3731571 52.0170758, 4.3731828 52.0170187, 4.3732361 52.01697, 4.3732981 52.0169422, 4.3733472 52.0169463, 4.3734265 52.0169661, 4.3736828 52.0170392, 4.3737105 52.0170224, 4.3737524 52.017003, 4.3737862 52.016979, 4.3738156 52.0169562, 4.3738802 52.0169192, 4.373933 52.0168752, 4.3739314 52.0168221, 4.3739341 52.0165761, 4.3739746 52.0165587, 4.3740258 52.0165572))",,,,,3dShapes,,,,,,,,,,,,,,,,,,,,,grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,137593512,"POLYGON ((4.3742426 52.0161661, 4.3742366 52.016177, 4.3742176 52.0162015, 4.374165 52.0162238, 4.3741035 52.0162253, 4.3740484 52.0162172, 4.3739879 52.0161807, 4.3739483 52.0161633, 4.3739177 52.0161591, 4.3738897 52.016174, 4.373829 52.01624, 4.373933 52.0163058, 4.3740003 52.0163682, 4.3740106 52.0163607, 4.3741002 52.0163295, 4.3741956 52.0163019, 4.3742904 52.0162957, 4.374382 52.0163055, 4.374516 52.0163401, 4.3746242 52.0163767, 4.3748202 52.0164615, 4.3748975 52.0164728, 4.3749878 52.0164725, 4.3750451 52.0164783, 4.375062 52.0164852, 4.3751121 52.0164348, 4.3751393 52.0163992, 4.3751648 52.016408, 4.3751915 52.0164175, 4.37521 52.0163958, 4.3751853 52.0163868, 4.375157 52.016376, 4.3751596 52.0163726, 4.3751417 52.0163477, 4.3750776 52.0163263, 4.374764 52.0162082, 4.374548 52.0161229, 4.3744627 52.0160918, 4.3743954 52.01608, 4.3743525 52.0160777, 4.3743059 52.0160981, 4.3742623 52.01613, 4.3742426 52.0161661))",,,,,3dShapes,,,,,,,,,,,,deciduous,broadleaved,,,,,,,,forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,137593540,"POLYGON ((4.3739943 52.0171167, 4.3739081 52.0171256, 4.3737884 52.0171226, 4.3735808 52.0170677, 4.3734798 52.0170556, 4.373391 52.0170472, 4.3732986 52.0170557, 4.373212 52.0170833, 4.3731927 52.0170927, 4.3732477 52.017119, 4.3733389 52.0171409, 4.3736598 52.0171596, 4.3737887 52.0171714, 4.3739087 52.0171882, 4.3739859 52.0172015, 4.3741224 52.0172575, 4.3742251 52.0172814, 4.3743756 52.0173518, 4.3744155 52.0173625, 4.3744736 52.0173313, 4.3745815 52.0172544, 4.3746197 52.017212, 4.3746147 52.0171785, 4.3746012 52.0171447, 4.3746331 52.0171273, 4.3746934 52.0171261, 4.3747821 52.0171373, 4.3748256 52.0171129, 4.3748434 52.0170884, 4.3748151 52.0170687, 4.3747267 52.0170503, 4.3746639 52.0170337, 4.3746185 52.017014, 4.3745904 52.0169854, 4.374577 52.0169445, 4.3745547 52.0169123, 4.3745152 52.0168819, 4.3744526 52.0168637, 4.3744215 52.0168404, 4.3744253 52.0168033, 4.3744693 52.0167593, 4.3745539 52.0168527, 4.3746161 52.0168974, 4.374662 52.0168961, 4.3747055 52.0168734, 4.3747407 52.0168437, 4.3747242 52.0168135, 4.3746959 52.0167972, 4.3746615 52.0167899, 4.3746128 52.0167895, 4.3746131 52.0167785, 4.374628 52.0167506, 4.3746919 52.0167157, 4.3747524 52.0167039, 4.3748815 52.0167067, 4.3749876 52.0167042, 4.3750334 52.016715, 4.3752181 52.0167894, 4.3752957 52.0167864, 4.3755048 52.0168665, 4.3756698 52.0167401, 4.3755906 52.0167167, 4.3752612 52.0165653, 4.3751108 52.0165047, 4.3750464 52.0165564, 4.3749842 52.0165862, 4.3749224 52.0166065, 4.3748401 52.016589, 4.3747409 52.0165573, 4.3746581 52.0165309, 4.3745626 52.0164949, 4.3744614 52.0164573, 4.3744762 52.0165807, 4.3744499 52.0166016, 4.3743117 52.0166234, 4.3742794 52.0166552, 4.3742553 52.0167044, 4.3742456 52.0167574, 4.3742759 52.0168107, 4.3743197 52.0169033, 4.3743325 52.0169725, 4.3743113 52.0170237, 4.3742498 52.0170779, 4.3741586 52.0171298, 4.3740747 52.0171598, 4.3740056 52.0171228, 4.3739943 52.0171167))",,,,,3dShapes,,,,,,,,,,,,,,,,,,,,,grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,137593552,"POLYGON ((4.3758534 52.0165738, 4.3757514 52.0165355, 4.3757306 52.0165346, 4.3756519 52.0165303, 4.3756259 52.0165268, 4.3755739 52.0165146, 4.3754644 52.0164662, 4.3752453 52.0163828, 4.3752159 52.016393, 4.37521 52.0163958, 4.3751915 52.0164175, 4.3751608 52.0164537, 4.3751108 52.0165047, 4.3752612 52.0165653, 4.3755906 52.0167167, 4.3756698 52.0167401, 4.3758534 52.0165738))",,,,,3dShapes,,,,,,,,,,,,deciduous,broadleaved,,,,,,,,forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,137593558,"POLYGON ((4.3743168 52.0156591, 4.3743504 52.0157159, 4.3744315 52.0158279, 4.3744617 52.0158452, 4.3759841 52.0164592, 4.376048 52.0163992, 4.3760088 52.0163192, 4.3758337 52.0162485, 4.375796 52.0162851, 4.3744854 52.0157597, 4.3745241 52.0157243, 4.374426 52.0156881, 4.3743168 52.0156591))",,,,,,,,,,,,,,,,,,,,,,,,,,grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,137593565,"POLYGON ((4.3759645 52.01648, 4.3759091 52.0164489, 4.375617 52.0163369, 4.3744207 52.0158544, 4.3743748 52.0158287, 4.3742276 52.0157572, 4.3741514 52.015822, 4.3739034 52.015715, 4.3738624 52.0157524, 4.3739504 52.0157919, 4.373955 52.0158085, 4.3739386 52.0158219, 4.3739494 52.0158546, 4.3739202 52.0158819, 4.3738251 52.0159665, 4.3738441 52.0159757, 4.3737931 52.0160212, 4.3735809 52.0159288, 4.3735862 52.0158769, 4.3735614 52.0158679, 4.373522 52.0158534, 4.373485 52.015863, 4.3735014 52.015944, 4.3735187 52.0159328, 4.3738761 52.0160765, 4.3740361 52.0161405, 4.3740823 52.0161481, 4.3741192 52.0161411, 4.3741599 52.0161092, 4.3743061 52.0159703, 4.3742904 52.0159463, 4.3743057 52.0159319, 4.3743195 52.015919, 4.3743547 52.0159323, 4.3743772 52.0159105, 4.3746348 52.0160186, 4.3754338 52.0163294, 4.3759038 52.0165299, 4.3759645 52.01648))",,,,,,,,,,,,,,,,,,,,,,,,,,grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,137593574,"POLYGON ((4.3757099 52.0158686, 4.3747958 52.0155029, 4.3751 52.0152347, 4.3750335 52.0151754, 4.3750167 52.0151921, 4.3747334 52.0150891, 4.3745041 52.0152782, 4.3744486 52.0152499, 4.3743107 52.0153771, 4.3743438 52.0154051, 4.3741893 52.0155473, 4.3742729 52.0155657, 4.3743617 52.015589, 4.3744803 52.0156215, 4.3745719 52.0156553, 4.3746037 52.0156224, 4.375495 52.0159789, 4.3754611 52.0160111, 4.3754853 52.0160209, 4.3755253 52.0160178, 4.3755707 52.015999, 4.3757099 52.0158686))",,,,,,,,,,,,,,,,,,,,,,,,,,grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,137593578,"POLYGON ((4.3745622 52.0150174, 4.3743042 52.015225, 4.3741396 52.0153778, 4.3740444 52.0154846, 4.3740425 52.0155068, 4.3740554 52.015525, 4.3741456 52.0155464, 4.3741893 52.0155473, 4.3743438 52.0154051, 4.3743107 52.0153771, 4.3744486 52.0152499, 4.3745041 52.0152782, 4.3747334 52.0150891, 4.3747233 52.0150404, 4.3747235 52.0150292, 4.3745622 52.0150174))",,,,,3dShapes,,,,,,,,,,,,,broadleaved,,,,,,,,forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,137593585,"POLYGON ((4.3759486 52.0156521, 4.3753378 52.0154137, 4.3754355 52.0153277, 4.3755558 52.0152316, 4.3757435 52.0151394, 4.3758405 52.0150779, 4.3759896 52.0149496, 4.3758011 52.0148767, 4.3756161 52.0148051, 4.3755604 52.0147769, 4.375521 52.0147765, 4.3754754 52.0148073, 4.3751635 52.0150628, 4.3750685 52.0151406, 4.3750335 52.0151754, 4.3751 52.0152347, 4.3747958 52.0155029, 4.3757099 52.0158686, 4.3759486 52.0156521))",,,,,,,,,,,,,,,,,,,,,,,,,,forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,137593596,"POLYGON ((4.3756869 52.0159597, 4.3757885 52.0159302, 4.3758517 52.0159072, 4.375956 52.0157892, 4.3759005 52.0157719, 4.3756869 52.0159597))",,,,,3dShapes,,,,,,,,,,,,,broadleaved,,,,,,,,forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,137593609,"POLYGON ((4.37631 52.0158853, 4.3761843 52.0158603, 4.375956 52.0157892, 4.3758517 52.0159072, 4.3757885 52.0159302, 4.3756869 52.0159597, 4.3756075 52.0160269, 4.3756062 52.0160698, 4.3756281 52.0160787, 4.375663 52.0160465, 4.3759318 52.0161542, 4.3759082 52.016175, 4.3760973 52.0162322, 4.3761864 52.016208, 4.3762769 52.0161235, 4.3761806 52.0160833, 4.3760131 52.0160114, 4.3760082 52.0159894, 4.3760664 52.0159444, 4.3761131 52.0159347, 4.3761975 52.0159422, 4.376255 52.0159292, 4.37631 52.0158853))",,,,,,,,,,,,,,,,,,,,,,,,,,grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,137593614,"POLYGON ((4.37631 52.0158853, 4.376255 52.0159292, 4.3761975 52.0159422, 4.3761131 52.0159347, 4.3760664 52.0159444, 4.3760082 52.0159894, 4.3760131 52.0160114, 4.3761806 52.0160833, 4.3762769 52.0161235, 4.37649 52.0159166, 4.37631 52.0158853))",,,,,3dShapes,,,,,,,,,,,,deciduous,broadleaved,,,,,,,,forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,137593623,"POLYGON ((4.375956 52.0157892, 4.3761843 52.0158603, 4.37631 52.0158853, 4.37633 52.0158691, 4.3763637 52.015829, 4.3763564 52.0157871, 4.3762892 52.0157592, 4.3761319 52.0156957, 4.3760692 52.015702, 4.3759974 52.0157418, 4.375956 52.0157892))",,,,,3dShapes,,,,,,,,,,,,,,,,,,,,,grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,137593630,"POLYGON ((4.37649 52.0159166, 4.3765984 52.0158075, 4.3765722 52.0158097, 4.3764597 52.0158258, 4.3763564 52.0157871, 4.3763637 52.015829, 4.37633 52.0158691, 4.37631 52.0158853, 4.37649 52.0159166))",,,,,3dShapes,,,,,,,,,,,,deciduous,broadleaved,,,,,,,,forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,137593637,"POLYGON ((4.3760029 52.0164963, 4.3759476 52.0165489, 4.3760137 52.0165758, 4.3765367 52.0167813, 4.3775272 52.0171884, 4.3775575 52.0171567, 4.3775677 52.0171289, 4.3775146 52.0170996, 4.3761063 52.0165315, 4.3760029 52.0164963))",,,,,,,,,,,,,,,,,,,,,,,,,,grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,137593649,"POLYGON ((4.3761851 52.0163903, 4.376094 52.0164102, 4.3760269 52.0164753, 4.3775774 52.0170989, 4.3775983 52.0171062, 4.3776152 52.0171085, 4.3776359 52.0171073, 4.3777063 52.0170452, 4.3776765 52.0170328, 4.3776687 52.0170398, 4.3762484 52.0164663, 4.3762861 52.0164311, 4.3761851 52.0163903))",,,,,,,,,,,,,,,,,,,,,,,,,,grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,137593661,"POLYGON ((4.3763161 52.0161418, 4.3762354 52.0162185, 4.3762928 52.0163478, 4.3763718 52.0163797, 4.3764081 52.0163443, 4.3776117 52.0168267, 4.3775718 52.0168645, 4.377981 52.0170287, 4.3780178 52.0170319, 4.3780588 52.0170188, 4.3781602 52.0169154, 4.3771099 52.0164938, 4.3769991 52.0164473, 4.3769913 52.0164287, 4.3769647 52.0163982, 4.3763161 52.0161418))",,,,,,,,,,,,,,,,,,,,,,,,,,grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,137593663,"POLYGON ((4.3779103 52.0166821, 4.3778701 52.0166602, 4.3775244 52.0165007, 4.3771947 52.0163631, 4.3771327 52.0163325, 4.377109 52.0162901, 4.3770989 52.0162547, 4.3770541 52.0161254, 4.3769567 52.0160908, 4.3765612 52.0159329, 4.3763161 52.0161418, 4.3769647 52.0163982, 4.3769913 52.0164287, 4.3769991 52.0164473, 4.3771099 52.0164938, 4.3781602 52.0169154, 4.3782162 52.0168581, 4.3780399 52.0167526, 4.3779103 52.0166821))",,,,,3dShapes,,,,,,,,,,,,deciduous,broadleaved,,,,,,,,forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,137593672,"POLYGON ((4.3780098 52.017131, 4.3776888 52.017135, 4.3775828 52.0172109, 4.3776007 52.0172183, 4.3780981 52.0174224, 4.3781081 52.0171689, 4.3780098 52.017131))",,,,,3dShapes,,,,,,,,,,,,deciduous,broadleaved,,,,,,,,forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,137593694,"POLYGON ((4.376739 52.0186773, 4.3768081 52.0186347, 4.3770517 52.0184014, 4.3776297 52.0178584, 4.3775686 52.0178356, 4.3775218 52.017816, 4.3772772 52.0180575, 4.3766784 52.0186256, 4.3766877 52.0186576, 4.376739 52.0186773))",,,,,3dShapes,,,,,,,,,,,,deciduous,broadleaved,,,,,,,,forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,137593701,"POLYGON ((4.377655 52.0180844, 4.3776768 52.0180613, 4.3777573 52.0180897, 4.377891 52.0179698, 4.3776297 52.0178584, 4.3770517 52.0184014, 4.3768081 52.0186347, 4.376739 52.0186773, 4.3768883 52.0187454, 4.377364 52.0189377, 4.3780895 52.0182564, 4.3780657 52.0182399, 4.3780087 52.0182172, 4.377655 52.0180844))",,,,,3dShapes,,,,,,,,,,,,,,,,,,,,,grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
