element,id,geometry,leisure,name,seamark:harbour:category,seamark:type,source,wheelchair,check_date,sport,addr:city,addr:housenumber,addr:postcode,addr:street,phone,source:date,surface,natural,leaf_cycle,leaf_type,covered,fee,indoor,fixme,alt_name,highway,lit,landuse,loc_ref,access,shade,name:etymology:wikidata,wikidata,website,layer,check_date:opening_hours,dog,opening_hours,wetland,note,operator,operator:wikidata,wikipedia,construction,bicycle,tracktype,hoops,water,landcover,garden:type,genus,species,charge,email,official_name,old_name,tourism,wikimedia_commons,description,start_date,source:name,barrier,level,levels,access:conditional,foot:conditional,seasonal,vehicle,foot,residential,disused:highway,heritage,heritage:operator,ref:rce,horse,trail_visibility,bridge,motor_vehicle,check_date:surface,intermittent,ele,area,canoe,barrier:material,historic,ref:heritage,service,maxweight:signed,opening_date,usage,informal,building:levels,building:part,type,name:en,name:nl
way,138012062,"POLYGON ((4.3468188 51.9830686, 4.3468262 51.9831151, 4.3470168 51.983145, 4.3470064 51.9830969, 4.3469156 51.9830832, 4.3468188 51.9830686))",,,,,3dShapes,,,,,,,,,,,water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,138012069,"POLYGON ((4.3466737 51.9830911, 4.3468262 51.9831151, 4.3468188 51.9830686, 4.34675 51.9830583, 4.3466967 51.9829974, 4.3464875 51.9829645, 4.3458398 51.9828631, 4.3454455 51.9828012, 4.3454066 51.9827956, 4.3453808 51.9827851, 4.345369 51.9827743, 4.3453613 51.9827589, 4.3453925 51.9826841, 4.3454044 51.9826571, 4.3454053 51.9826422, 4.3454024 51.9826274, 4.3453945 51.9826154, 4.3453308 51.9825518, 4.3452534 51.9824775, 4.3452162 51.982433, 4.3450563 51.9824069, 4.3448935 51.9824667, 4.3447868 51.9825061, 4.3448458 51.9825669, 4.3448701 51.9825633, 4.3448956 51.9825628, 4.3449137 51.9825663, 4.3449339 51.9825754, 4.3449473 51.9825867, 4.3451773 51.9828118, 4.3451987 51.9828233, 4.345216 51.9828293, 4.3452928 51.9828474, 4.3454219 51.9828711, 4.3456938 51.9829095, 4.3463351 51.9830101, 4.3463489 51.9830047, 4.3466404 51.9830488, 4.3466737 51.9830911))",,,,,3dShapes,,,,,,,,,,,water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,138012070,"POLYGON ((4.3459305 51.9826444, 4.3454335 51.9825718, 4.3453738 51.9825457, 4.3453467 51.9825009, 4.3452988 51.9823956, 4.3450093 51.9823447, 4.3449558 51.9823597, 4.3447435 51.9823227, 4.344711 51.9824058, 4.3447505 51.9824545, 4.3447868 51.9825061, 4.3448935 51.9824667, 4.3450563 51.9824069, 4.3452162 51.982433, 4.3452534 51.9824775, 4.3453308 51.9825518, 4.3453945 51.9826154, 4.3454024 51.9826274, 4.3454053 51.9826422, 4.3454044 51.9826571, 4.3453925 51.9826841, 4.3453613 51.9827589, 4.345369 51.9827743, 4.3453808 51.9827851, 4.3454066 51.9827956, 4.3454455 51.9828012, 4.3458398 51.9828631, 4.3459305 51.9826444))",,,,,3dShapes,,,,,,,,,,,,,,,,,,,,,grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,138012071,"POLYGON ((4.3447868 51.9825061, 4.3447263 51.9825279, 4.3447855 51.9825893, 4.3448458 51.9825669, 4.3447868 51.9825061))",,,,,3dShapes,,,,,,,,,,,water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,138012072,"POLYGON ((4.3432375 51.9823724, 4.3432115 51.9824431, 4.3432883 51.9824557, 4.3433131 51.9824735, 4.3433581 51.9825197, 4.3433778 51.9825412, 4.3433969 51.9825507, 4.3434221 51.9825563, 4.3438918 51.9826294, 4.3442784 51.9826886, 4.3444068 51.9827089, 4.3444514 51.9827079, 4.3444886 51.9826986, 4.344563 51.9826709, 4.3446231 51.9827213, 4.3447199 51.9826858, 4.344675 51.98263, 4.3447855 51.9825893, 4.3447263 51.9825279, 4.3444343 51.9826337, 4.3444194 51.9826359, 4.3443993 51.9826351, 4.3441007 51.9825881, 4.3439176 51.9825612, 4.3438335 51.9825478, 4.3438053 51.9825417, 4.3437939 51.9825352, 4.3437813 51.9825252, 4.3437319 51.9824718, 4.3437126 51.9824554, 4.3436989 51.9824492, 4.3436741 51.9824426, 4.3435052 51.9824136, 4.3432375 51.9823724))",,,,,3dShapes,,,,,,,,,,,water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,138012073,"POLYGON ((4.3431906 51.982365, 4.3431636 51.9824361, 4.3432115 51.9824431, 4.3432375 51.9823724, 4.3431906 51.982365))",,,,,3dShapes,,,,,,,,,,,water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,138012074,"POLYGON ((4.3447855 51.9825893, 4.344675 51.98263, 4.3447199 51.9826858, 4.3446231 51.9827213, 4.344563 51.9826709, 4.3444886 51.9826986, 4.3444514 51.9827079, 4.3444068 51.9827089, 4.3442784 51.9826886, 4.3438918 51.9826294, 4.3434221 51.9825563, 4.3433969 51.9825507, 4.3433778 51.9825412, 4.3433581 51.9825197, 4.3433131 51.9824735, 4.3432883 51.9824557, 4.3432115 51.9824431, 4.3431728 51.9825384, 4.3431866 51.9825517, 4.3432285 51.9825587, 4.3432228 51.982572, 4.3448986 51.982833, 4.3449035 51.9828194, 4.3449478 51.9828267, 4.3449629 51.9827915, 4.3449649 51.9827849, 4.3449644 51.9827795, 4.3447855 51.9825893))",,,,,3dShapes,,,,,,,,,,,,,,,,,,,,,grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,138012075,"POLYGON ((4.3417608 51.9823616, 4.342378 51.9824577, 4.3423822 51.9824481, 4.3425299 51.9824714, 4.3425267 51.9824809, 4.3425583 51.9824857, 4.3430588 51.9825643, 4.3431203 51.982556, 4.3431636 51.9824361, 4.3417843 51.9822178, 4.3415945 51.9821939, 4.3414156 51.9821764, 4.3413888 51.9822334, 4.341447 51.9822422, 4.3414874 51.9822645, 4.3416981 51.9822957, 4.3417824 51.9823089, 4.3417608 51.9823616))",,,,,,,,,,,,,,,,,,,,,,,,,,forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,138012076,"POLYGON ((4.3414156 51.9821764, 4.3415945 51.9821939, 4.3417843 51.9822178, 4.3431636 51.9824361, 4.3431906 51.982365, 4.3420153 51.9821823, 4.3414433 51.9821049, 4.3414156 51.9821764))",,,,,3dShapes,,,,,,,,,,,water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,138012077,"POLYGON ((4.3400191 51.9818569, 4.3399945 51.981899, 4.3402302 51.9819447, 4.3404115 51.9820877, 4.3404357 51.9820984, 4.3406415 51.9821322, 4.3406519 51.9821437, 4.3406451 51.9821664, 4.3409114 51.9822069, 4.3409501 51.9821982, 4.3410856 51.9822189, 4.3410949 51.9822022, 4.3407804 51.9821344, 4.3407765 51.9820811, 4.3406141 51.9820569, 4.3404968 51.9819224, 4.3400191 51.9818569))",,,,,,,,,,,,,,,,,,,,,,,,,,grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,138012078,"POLYGON ((4.3399837 51.9818495, 4.3400191 51.9818569, 4.3404968 51.9819224, 4.3406141 51.9820569, 4.3407765 51.9820811, 4.3411277 51.982134, 4.341172 51.9821405, 4.3412219 51.9821479, 4.3412556 51.9821528, 4.3413052 51.9821602, 4.3413292 51.9821637, 4.3413645 51.9821689, 4.3414156 51.9821764, 4.3414433 51.9821049, 4.3414314 51.9821031, 4.3413925 51.9820974, 4.3413576 51.9820923, 4.3413345 51.9820889, 4.3412849 51.9820816, 4.3412524 51.9820768, 4.3412051 51.9820698, 4.3411555 51.9820625, 4.3406887 51.9819913, 4.3406001 51.9818885, 4.3400365 51.9817972, 4.3400037 51.9817933, 4.3399837 51.9818495))",,,,,,,,,,,,,,,,water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,138012079,"POLYGON ((4.3399945 51.981899, 4.3398006 51.9820049, 4.3397849 51.9820386, 4.3406451 51.9821664, 4.3406519 51.9821437, 4.3406415 51.9821322, 4.3404357 51.9820984, 4.3404115 51.9820877, 4.3402302 51.9819447, 4.3399945 51.981899))",,,,,,,,,,,,,,,,,,broadleaved,,,,,,,,forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,138012080,"POLYGON ((4.3397 51.9820051, 4.3399629 51.9818886, 4.3392803 51.9817761, 4.3390811 51.9817544, 4.3389849 51.9817735, 4.338904 51.9818171, 4.3388315 51.9818772, 4.3389186 51.98189, 4.3397 51.9820051))",,,,,3dShapes,,,,,,,,,,,,,,,,,,,,,grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,138012081,"POLYGON ((4.3399837 51.9818495, 4.3400037 51.9817933, 4.338543 51.9815688, 4.3383827 51.9816563, 4.3381631 51.9816421, 4.3381313 51.9816997, 4.3384301 51.9817233, 4.3385968 51.9816318, 4.3399837 51.9818495))",,,,,,,,,,,,,,,,water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,138012082,"POLYGON ((4.3381631 51.9816421, 4.3383827 51.9816563, 4.338543 51.9815688, 4.3400037 51.9817933, 4.3400189 51.9817585, 4.3382411 51.9814738, 4.3381631 51.9816421))",,,,,,,,,,,,,,,,,,,,,,,,,,grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,138012084,"POLYGON ((4.3381025 51.9817667, 4.3388315 51.9818772, 4.338904 51.9818171, 4.3389849 51.9817735, 4.3390811 51.9817544, 4.3392803 51.9817761, 4.3399629 51.9818886, 4.3399837 51.9818495, 4.3385968 51.9816318, 4.3384301 51.9817233, 4.3381313 51.9816997, 4.3381025 51.9817667))",,,,,3dShapes,,,,,,,,,,,,,,,,,,,,,grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,138012087,"POLYGON ((4.3425633 51.9785862, 4.3425875 51.9785278, 4.342457 51.9785061, 4.342466 51.9777761, 4.3424703 51.9776683, 4.3424321 51.9776468, 4.3423695 51.9776565, 4.3423667 51.9777658, 4.3423526 51.9780846, 4.342324 51.9781718, 4.3422535 51.9782274, 4.3421454 51.9782339, 4.3389438 51.9777124, 4.3389559 51.9776819, 4.3388882 51.9776716, 4.3388762 51.9777032, 4.3385664 51.9776536, 4.338476 51.9776667, 4.3384092 51.9777119, 4.3381231 51.9780121, 4.3379734 51.9781411, 4.3378679 51.9782132, 4.3378129 51.9782678, 4.3377976 51.9783143, 4.3377924 51.9783825, 4.3377935 51.9784909, 4.3377806 51.9785793, 4.3377505 51.9786431, 4.3376471 51.9787792, 4.3375914 51.9788647, 4.3375128 51.9790188, 4.3374831 51.9790629, 4.3374431 51.9790912, 4.3373816 51.979117, 4.3370892 51.9792251, 4.3370169 51.9792598, 4.3369476 51.979312, 4.3365747 51.9796537, 4.3362746 51.9799383, 4.3361649 51.980039, 4.3360847 51.9801024, 4.3359652 51.9801676, 4.3358204 51.9802348, 4.3356689 51.9802885, 4.3354847 51.9804229, 4.3353198 51.9806481, 4.3350034 51.9811065, 4.3349362 51.9812218, 4.3349399 51.9813148, 4.3349807 51.9814209, 4.3351023 51.9816923, 4.3351512 51.9817361, 4.3351656 51.981752, 4.3351675 51.9817535, 4.3351704 51.9817563, 4.3351916 51.9817729, 4.3353242 51.9818575, 4.3355159 51.9819498, 4.3357403 51.9820353, 4.335922 51.9821209, 4.3360481 51.9821959, 4.3361256 51.9822952, 4.3361476 51.9823794, 4.3361133 51.9824776, 4.3360546 51.9825954, 4.3359483 51.9827133, 4.336068 51.9827591, 4.3361001 51.9827273, 4.3372232 51.9829862, 4.3372688 51.9829701, 4.3372676 51.9829452, 4.3362225 51.9826949, 4.3361653 51.9826586, 4.3362072 51.9825625, 4.3362589 51.9824, 4.336269 51.9823113, 4.3362393 51.9822125, 4.3361533 51.9821378, 4.3360114 51.9820576, 4.3356317 51.9819011, 4.3354419 51.9818205, 4.3353092 51.9817365, 4.3352899 51.9817129, 4.3352883 51.981711, 4.3352418 51.9816583, 4.3352218 51.9816308, 4.3351689 51.9815419, 4.335099 51.9814576, 4.3350614 51.9813587, 4.3350541 51.9812509, 4.3350774 51.9812372, 4.3351074 51.9812257, 4.335162 51.9812281, 4.3352132 51.9812393, 4.3352484 51.9811546, 4.3351981 51.9811455, 4.3351826 51.9811338, 4.3351639 51.9810784, 4.3351729 51.9810341, 4.3352486 51.9809483, 4.3354307 51.9806836, 4.3354764 51.9809184, 4.3356008 51.9809219, 4.3355525 51.9805959, 4.3355543 51.9805221, 4.3356279 51.9804488, 4.3358785 51.9803179, 4.3360399 51.9802452, 4.3360938 51.9802089, 4.3361698 51.9801576, 4.3366098 51.9797818, 4.3369278 51.9794987, 4.3371391 51.9793427, 4.3371755 51.9793219, 4.3372929 51.9792553, 4.3374658 51.9792012, 4.3375377 51.9792019, 4.3376564 51.9792473, 4.3378173 51.9793286, 4.3378493 51.9793448, 4.3379318 51.9792927, 4.3377373 51.9791989, 4.3376755 51.9791143, 4.337645 51.9790551, 4.3376726 51.9788924, 4.3377219 51.9788386, 4.3377961 51.9787407, 4.3378969 51.9785244, 4.3378984 51.9784604, 4.3379314 51.9784163, 4.3380115 51.9784021, 4.3381791 51.9784087, 4.3383222 51.9784317, 4.3383736 51.978303, 4.3386127 51.9783404, 4.3386902 51.9781652, 4.3390858 51.9782244, 4.3391531 51.9780772, 4.3394237 51.9781139, 4.3395088 51.977888, 4.3423333 51.9783322, 4.3423543 51.9785445, 4.3425633 51.9785862))",,,,,3dShapes,,,,,,,,,,,water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,138012089,"POLYGON ((4.3398224 51.9797891, 4.3392569 51.9797017, 4.3392824 51.9796331, 4.3401739 51.9797593, 4.3402212 51.9797845, 4.3402044 51.9798189, 4.340172 51.9798433, 4.3398224 51.9797891))",,,,,3dShapes,,,,,,,,,,,,,,,,,,,,,forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,138012091,"POLYGON ((4.3406593 51.9799013, 4.3407568 51.9799218, 4.3407339 51.9798551, 4.340628 51.979831, 4.3406203 51.9797928, 4.3406295 51.9797387, 4.3406699 51.9795657, 4.339217 51.9793412, 4.3391249 51.9795668, 4.3392137 51.9795814, 4.3392872 51.9794043, 4.3405243 51.9795953, 4.340568 51.9796348, 4.3405509 51.9796888, 4.3405246 51.9797872, 4.3405392 51.9798466, 4.3405863 51.9798813, 4.3406593 51.9799013))",,,,,3dShapes,,,,,,,,,,,water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,138012093,"POLYGON ((4.340814 51.9765105, 4.3406206 51.9765088, 4.3405337 51.9765204, 4.3404806 51.9765118, 4.3404342 51.9764948, 4.3403809 51.9764943, 4.3403605 51.9765107, 4.3403528 51.9765601, 4.3403321 51.9765885, 4.3402651 51.9766003, 4.3401718 51.9765955, 4.3401112 51.9766197, 4.3400767 51.9766688, 4.3400425 51.9767096, 4.3399759 51.976705, 4.3399235 51.9766633, 4.3399114 51.9766095, 4.3399724 51.976569, 4.3400597 51.9765409, 4.3400739 51.9765081, 4.3400145 51.9764787, 4.3397618 51.9764478, 4.3396822 51.9764263, 4.3396767 51.976381, 4.3397308 51.9763486, 4.3399383 51.9763173, 4.3401111 51.9763397, 4.3403101 51.9763867, 4.3404824 51.9764334, 4.3407089 51.9764439, 4.3407618 51.9764606, 4.340814 51.9765105))",,,,,3dShapes,,,,,,,,,,,water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,138012102,"POLYGON ((4.3407551 51.9761985, 4.3408008 51.976218, 4.3408267 51.9762553, 4.3407527 51.9762836, 4.3406525 51.9762866, 4.3404659 51.976281, 4.3402867 51.9762463, 4.3401945 51.9762002, 4.3401492 51.976138, 4.3400758 51.9761374, 4.3400557 51.9761414, 4.3399834 51.9760995, 4.3398983 51.9760288, 4.3398659 51.9759872, 4.33988 51.9759584, 4.3399403 51.9759426, 4.3399936 51.975947, 4.3400262 51.9759805, 4.340173 51.9759734, 4.3402394 51.9759863, 4.3402586 51.9760196, 4.3402574 51.976069, 4.3402699 51.9761102, 4.3403028 51.976127, 4.340376 51.9761358, 4.3404623 51.976149, 4.340522 51.9761661, 4.3406347 51.9761918, 4.3407414 51.9761927, 4.3407551 51.9761985))",,,,,3dShapes,,,,,,,,,,,water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,138012119,"POLYGON ((4.3419318 51.9762127, 4.3419885 51.9761915, 4.341983 51.976142, 4.3419844 51.9760844, 4.3419725 51.9760183, 4.3419939 51.9759609, 4.342019 51.9759169, 4.3422049 51.9757575, 4.3423281 51.9756852, 4.3423905 51.9756971, 4.3424264 51.9757175, 4.3424984 51.9757758, 4.3425439 51.9758256, 4.3425228 51.9758706, 4.3424005 51.9759684, 4.342272 51.9760457, 4.3421901 51.9761272, 4.3421283 51.9762051, 4.3421388 51.9763245, 4.3421427 51.9764442, 4.3421532 51.9765637, 4.3422042 51.976667, 4.3422426 51.9767333, 4.3422999 51.9768532, 4.3422974 51.9769605, 4.3423348 51.9770721, 4.342319 51.9771747, 4.3422433 51.9772772, 4.3421741 51.9773878, 4.3420367 51.9774798, 4.3420195 51.9775103, 4.3420091 51.9775313, 4.3420145 51.9775746, 4.3420329 51.977602, 4.342059 51.9777494, 4.3420456 51.9779608, 4.3420055 51.9779958, 4.3419587 51.9780086, 4.3418552 51.9779987, 4.3414852 51.9779491, 4.3383807 51.9774402, 4.3383534 51.9774777, 4.3383512 51.9775077, 4.3385423 51.9775018, 4.3387623 51.9775274, 4.3390645 51.9775854, 4.3399276 51.9777187, 4.3403034 51.9777787, 4.3416722 51.9780103, 4.3419408 51.9780419, 4.3419917 51.9780365, 4.3420494 51.9780097, 4.342079 51.9779631, 4.3420904 51.9778828, 4.3421004 51.9777222, 4.3421165 51.9775772, 4.3421269 51.9775388, 4.3421341 51.9775113, 4.3421466 51.9774861, 4.3423854 51.9771706, 4.3423966 51.9770577, 4.3423815 51.9769708, 4.3423257 51.9768099, 4.3422695 51.9766648, 4.342209 51.976517, 4.3421742 51.976367, 4.3422036 51.9762043, 4.342265 51.9761259, 4.3423864 51.976027, 4.342709 51.9758139, 4.342593 51.9757609, 4.3424781 51.9757042, 4.3423916 51.9756507, 4.3422479 51.975586, 4.3418483 51.9755172, 4.3401036 51.9752463, 4.340031 51.975253, 4.3396989 51.9757522, 4.3419318 51.9762127))",,,,,3dShapes,,,,,,,,,,,,,,,,,,,,,grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,138012130,"POLYGON ((4.3417218 51.9762201, 4.3416281 51.9762006, 4.3414946 51.9762076, 4.3413196 51.9762802, 4.3411843 51.9763616, 4.3411432 51.9764064, 4.3411488 51.9764559, 4.3411215 51.9764804, 4.3410408 51.9765083, 4.3409402 51.9765321, 4.340834 51.9765107, 4.3409131 51.9765527, 4.3409656 51.976586, 4.3410256 51.9765908, 4.3411325 51.9765794, 4.3411853 51.9766003, 4.3412514 51.9766299, 4.3413778 51.9766433, 4.3415309 51.9766571, 4.3416167 51.9766907, 4.341676 51.9767241, 4.3417345 51.9767906, 4.3417399 51.9768443, 4.3416984 51.9769097, 4.3416177 51.9769379, 4.3416845 51.9769343, 4.3417371 51.9769679, 4.3417961 51.9770094, 4.3418882 51.9771008, 4.3392811 51.9766786, 4.3392659 51.9766896, 4.3392703 51.9766994, 4.3418596 51.9771278, 4.3418916 51.9771999, 4.3418906 51.9772451, 4.3418557 51.9773108, 4.341853 51.9774302, 4.3418607 51.977461, 4.3418987 51.977524, 4.3418931 51.9775514, 4.341842 51.9775756, 4.3417923 51.9775927, 4.3417716 51.9776185, 4.3417927 51.9776656, 4.3418646 51.9777327, 4.3418572 51.9777776, 4.3418213 51.9778202, 4.3417729 51.9778552, 4.3416545 51.977903, 4.3415525 51.9779257, 4.3414459 51.977924, 4.3384131 51.9774165, 4.3383844 51.9774271, 4.3383807 51.9774402, 4.3414852 51.9779491, 4.3418552 51.9779987, 4.3419587 51.9780086, 4.3420055 51.9779958, 4.3420456 51.9779608, 4.342059 51.9777494, 4.3420329 51.977602, 4.3420145 51.9775746, 4.3420091 51.9775313, 4.3420195 51.9775103, 4.3420367 51.9774798, 4.3421741 51.9773878, 4.3422433 51.9772772, 4.342319 51.9771747, 4.3423348 51.9770721, 4.3422974 51.9769605, 4.3422999 51.9768532, 4.3422426 51.9767333, 4.3422042 51.976667, 4.3421532 51.9765637, 4.3421427 51.9764442, 4.3421388 51.9763245, 4.3421283 51.9762051, 4.3421901 51.9761272, 4.342272 51.9760457, 4.3424005 51.9759684, 4.3425228 51.9758706, 4.3425439 51.9758256, 4.3424984 51.9757758, 4.3424264 51.9757175, 4.3423905 51.9756971, 4.3423113 51.9757158, 4.3422659 51.9757999, 4.3422706 51.9758446, 4.342169 51.9758883, 4.342036 51.9759615, 4.3419939 51.9759609, 4.3419725 51.9760183, 4.3419844 51.9760844, 4.341983 51.976142, 4.3419885 51.9761915, 4.3419318 51.9762127, 4.3396989 51.9757522, 4.3396914 51.9757652, 4.3396851 51.975776, 4.3417417 51.976204, 4.341925 51.9762318, 4.3419676 51.9762284, 4.342027 51.9762578, 4.3420522 51.9763198, 4.342063 51.9764312, 4.3420537 51.976542, 4.3420121 51.9766119, 4.3419648 51.9766362, 4.341898 51.9766438, 4.3418518 51.9766228, 4.3417838 51.9765953, 4.3416927 51.9765843, 4.3416126 51.9765836, 4.3415135 51.9765415, 4.341454 51.9765204, 4.3414414 51.9764914, 4.3414351 51.9764708, 4.3414765 51.976413, 4.3414774 51.9763765, 4.3415247 51.9763522, 4.3416054 51.9763198, 4.3416661 51.9762875, 4.3416936 51.9762549, 4.3417218 51.9762201))",,,,,3dShapes,,,,,,,,,,,water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,138012131,"POLYGON ((4.3417752 51.976414, 4.3417684 51.9764819, 4.3417838 51.9765953, 4.3418518 51.9766228, 4.341898 51.9766438, 4.3419648 51.9766362, 4.3420121 51.9766119, 4.3420537 51.976542, 4.342063 51.9764312, 4.3420522 51.9763198, 4.342027 51.9762578, 4.3419676 51.9762284, 4.341925 51.9762318, 4.3418534 51.9762644, 4.341777 51.9763955, 4.3417752 51.976414))",,,,,3dShapes,,,,,,,,,,,,,,,,,,,,,forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,138012132,"POLYGON ((4.3414765 51.976413, 4.3414351 51.9764708, 4.3414414 51.9764914, 4.341454 51.9765204, 4.3415135 51.9765415, 4.3416126 51.9765836, 4.3416927 51.9765843, 4.3417838 51.9765953, 4.3417684 51.9764819, 4.3417752 51.976414, 4.3415878 51.9763997, 4.3414765 51.976413))",,,,,3dShapes,,,,,,,,,,,,,,,,,,,,,grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,138012134,"POLYGON ((4.3427964 51.9759349, 4.342868 51.9759397, 4.3430538 51.9759785, 4.3432003 51.9759879, 4.3433864 51.9760143, 4.3436835 51.9760541, 4.3437243 51.9760864, 4.3437667 51.9760663, 4.3436822 51.9760245, 4.3435624 51.9759995, 4.3434609 51.9759795, 4.3432339 51.9759455, 4.3429599 51.9758962, 4.3429071 51.9758794, 4.3427964 51.9759349))",,,,,3dShapes,,,,,,,,,,,,,,,,,,,,,grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,138012135,"POLYGON ((4.344269 51.9796786, 4.3441722 51.9796612, 4.3441783 51.9798802, 4.3441802 51.9799448, 4.3441654 51.9799594, 4.3439728 51.9799968, 4.3436971 51.9800496, 4.3434094 51.9801071, 4.3431048 51.9801671, 4.3429201 51.9802062, 4.342863 51.9802038, 4.3427708 51.9801955, 4.3425231 51.9801585, 4.3425115 51.9801932, 4.3427869 51.9802421, 4.34291 51.9802528, 4.3429944 51.9802459, 4.3431637 51.980214, 4.3436747 51.9801051, 4.3438805 51.9800586, 4.3439497 51.9800555, 4.3439856 51.9800671, 4.3440151 51.9800895, 4.3442065 51.9802505, 4.3442777 51.9802186, 4.3442647 51.9801806, 4.3442656 51.9798813, 4.344269 51.9796786))",,,,,3dShapes,,,,,,,,,,,water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,138012137,"POLYGON ((4.3458988 51.9800431, 4.3448567 51.9798622, 4.3447629 51.9798358, 4.3446133 51.9798111, 4.3446059 51.9798269, 4.344587 51.9798238, 4.3445598 51.9798861, 4.3445769 51.979889, 4.344566 51.9799134, 4.34473 51.9799392, 4.3448343 51.9799432, 4.3458639 51.9801208, 4.3458988 51.9800431))",,,,,3dShapes,,,,,,,,,,,,,,,,,,,,,grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,138012138,"POLYGON ((4.3462944 51.9791831, 4.3463119 51.9791392, 4.3450258 51.9789285, 4.3450188 51.9789458, 4.3450058 51.97898, 4.3462944 51.9791831))",,,,,3dShapes,,,,,,,,,,,water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,138012139,"POLYGON ((4.3462944 51.9791831, 4.3482521 51.9795126, 4.3482592 51.9794888, 4.3482676 51.9794613, 4.3463119 51.9791392, 4.3462944 51.9791831))",,,,,3dShapes,,,,,,,,,,,water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
