id,x,y,centroid,geometry,elevation
6752,-0.985417778289754,-3.1095698808540435,0,POINT (83319.10156 447785.4375),0.0
6753,-0.9855961205881288,-3.109456007234403,0,POINT (83292.41406 447804.3438),0.0
6757,-0.9895222974164724,-3.1101977965195693,0,POINT (82679.64844 447720.9375),0.0
6758,-0.9880337137703372,-3.108166836448128,0,POINT (82925.57813 448021.6563),0.0
6759,-0.9863619383687164,-3.111387385498289,0,POINT (83159.00781 447513.2813),0.0
6760,-0.988407753445226,-3.1120145212103814,0,POINT (82837.83594 447432.8125),0.0
6761,-0.9848185506678204,-3.111307993755823,0,POINT (83398.24219 447513.4375),0.0
6762,-0.984000956788356,-3.110994015830277,0,POINT (83527.08594 447555.3438),0.0
6763,-0.9850148700010364,-3.1108603885843022,0,POINT (83371.36719 447583.8125),0.0
6764,-0.986108992719776,-3.1112654285237404,0,POINT (83199.0625 447530.0625),0.0
6765,-0.9838012920293682,-3.110999322856912,0,POINT (83557.91406 447552.9688),0.0
6766,-0.9836217257380946,-3.11111354210563,0,POINT (83584.78906 447534),0.0
6768,-0.9891444808403802,-3.1126919873236565,0,POINT (82718.66406 447334.375),0.0
6769,-0.987699468464548,-3.112892645446484,0,POINT (82940.51563 447292.2188),0.0
6770,-0.9846581538435438,-3.113820514324775,0,POINT (83403.52344 447125.75),0.0
6774,-0.9827513809507232,-3.1122996450697187,0,POINT (83710.14063 447344.7813),0.0
6775,-0.983825041691925,-3.1154958650432483,0,POINT (83519.32031 446861.5625),0.0
6778,-0.9840839747247632,-3.115965130003405,0,POINT (83475.64063 446791.4063),0.0
6781,-0.9846274260280934,-3.1162182389183166,0,POINT (83389.64844 446756.7188),0.0
6784,-0.9856866738936296,-3.1173599961785547,0,POINT (83217 446589.375),0.0
6785,-0.9857742973149954,-3.1172090220172723,0,POINT (83204.625 446613.2813),0.0
6786,-0.9875549321639842,-3.118511765926861,0,POINT (82919.17969 446426.8125),0.0
6787,-0.9876531919484036,-3.118361336502187,0,POINT (82905.15625 446450.7188),0.0
6788,-0.989159663362826,-3.119279398041394,0,POINT (82665.08594 446321.2813),0.0
6789,-0.9896197039182908,-3.119785699369391,0,POINT (82590.01563 446247),0.0
6790,-0.9897241639317034,-3.1196195407000564,0,POINT (82575.15625 446273.375),0.0
6794,-0.9891421148059498,-3.121644303007552,0,POINT (82649.40625 445957.375),0.0
6795,-0.991088631861856,-3.1202841772469414,0,POINT (82359.00781 446181.8125),0.0
6796,-0.9906006351137028,-3.120227263953684,0,POINT (82434.90625 446186.75),0.0
6797,-0.990666312200453,-3.118922033384432,0,POINT (82434.90625 446388.0313),0.0
6798,-0.9903809688959024,-3.119926590355877,0,POINT (82471.21094 446231.2813),0.0
6799,-0.9898563427809416,-3.118371112929517,0,POINT (82564.42969 446466.4375),0.0
6801,-0.9891192307574858,-3.117856203583456,0,POINT (82682.40625 446539.875),0.0
6802,-0.9907282009670526,-3.118646031947178,0,POINT (82427.48438 446430.9688),0.0
6806,-0.9864184326730236,-3.1225072664101967,0,POINT (83063.85156 445803.3438),0.0
6808,-0.9871512090508368,-3.120991361640749,0,POINT (82962.32813 446042.25),0.0
6810,-0.9858787386311324,-3.1232108001936925,0,POINT (83141.83594 445690.9063),0.0
6811,-0.983978747774614,-3.12287258107197,0,POINT (83438.25781 445728.0938),0.0
6815,-0.9856463307540072,-3.1243839733264567,0,POINT (83168.65625 445508.625),0.0
6816,-0.9841142777901524,-3.12565792611768,0,POINT (83395.66406 445300.6875),0.0
6817,-0.984793527051866,-3.125711707788103,0,POINT (83290.21094 445297.7188),0.0
6821,-0.9819466538686564,-3.125824198965935,0,POINT (83729.5625 445258.1875),0.0
6825,-0.9837156041287192,-3.1256116869679462,0,POINT (83457.67188 445304.6875),0.0
6826,-0.9840260252480244,-3.1274146914141654,0,POINT (83395.66406 445029.75),0.0
6827,-0.9834451775546514,-3.1274268524474524,0,POINT (83485.39063 445023.3438),0.0
6829,-0.9818766684476248,-3.126659628873273,0,POINT (83733.89844 445129.125),0.0
6831,-0.983913827002336,-3.1291362753612937,0,POINT (83399.64063 444764.0313),0.0
