,id,a_node,b_node,length,road_type,geometry,capacity_cars,type_bike,speed_car,speed_bike,free_flow_time_car
0,72341,4874,4886,48.19354,10,"LINESTRING (83445.578125 447832.03125, 83417.3515625 447792.96875)",1200.0,None,35.0,15,4.957049828571429
1,72342,4886,4874,48.19354,10,"LINESTRING (83445.578125 447832.03125, 83417.3515625 447792.96875)",1200.0,None,35.0,15,4.957049828571429
2,96031,6448,6451,281.49918,10,"LINESTRING (83844.5390625 449272.65625, 83635.78125 449461.5)",1200.0,None,35.0,15,28.954201371428574
3,96032,6451,6448,281.49918,10,"LINESTRING (83844.5390625 449272.65625, 83635.78125 449461.5)",1200.0,None,35.0,15,28.954201371428574
4,96091,6448,6453,263.29017,8,"LINESTRING (83844.5390625 449272.65625, 83926.625 449177.96875, 83970.78125 449047.25)",1800.0,None,50.0,15,18.95689224
5,96092,6453,6448,263.29017,8,"LINESTRING (83844.5390625 449272.65625, 83926.625 449177.96875, 83970.78125 449047.25)",1800.0,None,50.0,15,18.95689224
6,96161,6454,6455,170.08486,10,"LINESTRING (84155.3046875 449187.25, 84221.5234375 449239.375, 84292.078125 449288.21875)",1200.0,None,35.0,15,17.494442742857142
7,96162,6455,6454,170.08486,10,"LINESTRING (84155.3046875 449187.25, 84221.5234375 449239.375, 84292.078125 449288.21875)",1200.0,None,35.0,15,17.494442742857142
8,96191,6453,6454,231.6424,10,"LINESTRING (83970.78125 449047.25, 84066.3046875 449117.8125, 84155.3046875 449187.25)",1200.0,None,35.0,15,23.82607542857143
9,96192,6454,6453,231.6424,10,"LINESTRING (83970.78125 449047.25, 84066.3046875 449117.8125, 84155.3046875 449187.25)",1200.0,None,35.0,15,23.82607542857143
10,96271,6449,6457,310.87145,9,"LINESTRING (84131.1875 449717.78125, 84228.3515625 449612.40625, 84349.4140625 449496.59375)",3400.0,None,50.0,15,22.3827444
11,96272,6457,6449,310.87145,9,"LINESTRING (84131.1875 449717.78125, 84228.3515625 449612.40625, 84349.4140625 449496.59375)",3400.0,None,50.0,15,22.3827444
12,96301,6455,6458,206.4597,10,"LINESTRING (84292.078125 449288.21875, 84378.46875 449330.84375, 84441.2109375 449368.28125, 84465.421875 449396.34375)",1200.0,None,35.0,15,21.235854857142854
13,96302,6458,6455,206.4597,10,"LINESTRING (84292.078125 449288.21875, 84378.46875 449330.84375, 84441.2109375 449368.28125, 84465.421875 449396.34375)",1200.0,None,35.0,15,21.235854857142854
14,96311,6457,6458,153.32279,9,"LINESTRING (84349.4140625 449496.59375, 84465.421875 449396.34375)",3400.0,None,50.0,15,11.03924088
15,96312,6458,6457,153.32279,9,"LINESTRING (84349.4140625 449496.59375, 84465.421875 449396.34375)",3400.0,None,50.0,15,11.03924088
16,96372,6460,6457,170.18133,5,"LINESTRING (84349.4140625 449496.59375, 84378.046875 449528.4375, 84399.28125 449559.75, 84401.5859375 449604.65625, 84395.3828125 449648.78125)",2200.0,None,70.0,15,8.752182685714285
17,96412,6461,6459,342.01074,5,"LINESTRING (84369.3046875 449733.65625, 84496.6796875 449579.53125, 84593.859375 449475.90625)",2200.0,None,70.0,15,17.58912377142857
18,96421,5001,6458,43.81157,9,"LINESTRING (84508.53125 449404.15625, 84465.421875 449396.34375)",3400.0,None,50.0,15,3.1544330400000002
19,96422,6458,5001,43.81157,9,"LINESTRING (84508.53125 449404.15625, 84465.421875 449396.34375)",3400.0,None,50.0,15,3.1544330400000002
20,96431,5001,6461,111.48807,9,"LINESTRING (84508.53125 449404.15625, 84548.9765625 449438.6875, 84593.859375 449475.90625)",3400.0,None,50.0,15,8.02714104
21,96432,6461,5001,111.48807,9,"LINESTRING (84508.53125 449404.15625, 84548.9765625 449438.6875, 84593.859375 449475.90625)",3400.0,None,50.0,15,8.02714104
22,96452,6462,6459,624.38887,3,"LINESTRING (84369.3046875 449733.65625, 84701.84375 449205.1875)",7000.0,None,100.0,15,22.477999320000002
23,96462,6462,6461,291.46056999999996,5,"LINESTRING (84593.859375 449475.90625, 84701.84375 449205.1875)",2200.0,None,70.0,15,14.989400742857141
24,96491,6460,6463,385.77142,3,"LINESTRING (84395.3828125 449648.78125, 84603.8984375 449324.21875)",7000.0,None,100.0,15,13.887771119999998
25,96521,6449,6464,289.51758,8,"LINESTRING (84131.1875 449717.78125, 84047.859375 449677.15625, 84009.1796875 449639.40625, 83957.9296875 449506.15625)",1800.0,None,50.0,15,20.84526576
26,96522,6464,6449,289.51758,8,"LINESTRING (84131.1875 449717.78125, 84047.859375 449677.15625, 84009.1796875 449639.40625, 83957.9296875 449506.15625)",1800.0,None,50.0,15,20.84526576
27,96531,6448,6464,260.05298,8,"LINESTRING (83844.5390625 449272.65625, 83910.1171875 449389.6875, 83957.9296875 449506.15625)",1800.0,None,50.0,15,18.723814559999997
28,96532,6464,6448,260.05298,8,"LINESTRING (83844.5390625 449272.65625, 83910.1171875 449389.6875, 83957.9296875 449506.15625)",1800.0,None,50.0,15,18.723814559999997
29,96561,6454,6465,101.84803000000001,10,"LINESTRING (84155.3046875 449187.25, 84205.8203125 449098.8125)",1200.0,None,35.0,15,10.475797371428571
30,96562,6465,6454,101.84803000000001,10,"LINESTRING (84155.3046875 449187.25, 84205.8203125 449098.8125)",1200.0,None,35.0,15,10.475797371428571
31,96591,6465,6466,302.79768,10,"LINESTRING (84205.8203125 449098.8125, 84018.03125 448949.28125, 84047.3046875 448893.78125)",1200.0,None,35.0,15,31.14490422857143
32,96592,6466,6465,302.79768,10,"LINESTRING (84205.8203125 449098.8125, 84018.03125 448949.28125, 84047.3046875 448893.78125)",1200.0,None,35.0,15,31.14490422857143
33,96621,6455,6467,423.03246,10,"LINESTRING (84292.078125 449288.21875, 84339.8203125 449214.21875, 84315.4765625 449191.5, 84324.40625 449076.28125, 84367.9609375 448895.34375)",1200.0,None,35.0,15,43.511910171428575
34,96622,6467,6455,423.03246,10,"LINESTRING (84292.078125 449288.21875, 84339.8203125 449214.21875, 84315.4765625 449191.5, 84324.40625 449076.28125, 84367.9609375 448895.34375)",1200.0,None,35.0,15,43.511910171428575
35,96641,6465,6468,261.69449,10,"LINESTRING (84205.8203125 449098.8125, 84256.84375 449027.4375, 84254.375 448994.625, 84329.90625 448875.5)",1200.0,None,35.0,15,26.917147542857144
36,96642,6468,6465,261.69449,10,"LINESTRING (84205.8203125 449098.8125, 84256.84375 449027.4375, 84254.375 448994.625, 84329.90625 448875.5)",1200.0,None,35.0,15,26.917147542857144
37,96651,6467,6468,42.91776,10,"LINESTRING (84367.9609375 448895.34375, 84329.90625 448875.5)",1200.0,None,35.0,15,4.414398171428572
38,96652,6468,6467,42.91776,10,"LINESTRING (84367.9609375 448895.34375, 84329.90625 448875.5)",1200.0,None,35.0,15,4.414398171428572
39,96681,6468,6469,191.59198,10,"LINESTRING (84329.90625 448875.5, 84249.453125 448811.5625, 84187.0546875 448748.34375)",1200.0,None,35.0,15,19.706603657142857
40,96682,6469,6468,191.59198,10,"LINESTRING (84329.90625 448875.5, 84249.453125 448811.5625, 84187.0546875 448748.34375)",1200.0,None,35.0,15,19.706603657142857
41,96811,6472,6473,218.91116,10,"LINESTRING (84310.0546875 448619.03125, 84369.6171875 448556.21875, 84449.03125 448450.34375)",1200.0,None,35.0,15,22.516576457142857
42,96812,6473,6472,218.91116,10,"LINESTRING (84310.0546875 448619.03125, 84369.6171875 448556.21875, 84449.03125 448450.34375)",1200.0,None,35.0,15,22.516576457142857
43,96831,6453,6474,150.09363000000002,8,"LINESTRING (83970.78125 449047.25, 83996.671875 448899.40625)",1800.0,None,50.0,15,10.80674136
44,96832,6474,6453,150.09363000000002,8,"LINESTRING (83970.78125 449047.25, 83996.671875 448899.40625)",1800.0,None,50.0,15,10.80674136
45,96841,6466,6474,50.94431,8,"LINESTRING (84047.3046875 448893.78125, 83996.671875 448899.40625)",1800.0,None,50.0,15,3.66799032
46,96842,6474,6466,50.94431,8,"LINESTRING (84047.3046875 448893.78125, 83996.671875 448899.40625)",1800.0,None,50.0,15,3.66799032
47,96891,6447,6476,120.68345,8,"LINESTRING (84002.5078125 448384.75, 83982.3984375 448335.15625, 83946.6171875 448278.3125)",1800.0,None,50.0,15,8.6892084
48,96892,6476,6447,120.68345,8,"LINESTRING (84002.5078125 448384.75, 83982.3984375 448335.15625, 83946.6171875 448278.3125)",1800.0,None,50.0,15,8.6892084
49,96921,6476,6477,239.48599000000002,8,"LINESTRING (83946.6171875 448278.3125, 83889.65625 448206.34375, 83869.234375 448125.71875, 83857.3984375 448062.28125)",1800.0,None,50.0,15,17.24299128
50,96922,6477,6476,239.48599000000002,8,"LINESTRING (83946.6171875 448278.3125, 83889.65625 448206.34375, 83869.234375 448125.71875, 83857.3984375 448062.28125)",1800.0,None,50.0,15,17.24299128
51,96951,6477,6478,196.12765,8,"LINESTRING (83857.3984375 448062.28125, 83811.1875 448066.59375, 83749.9296875 448045.125, 83684.359375 447991.34375)",1800.0,None,50.0,15,14.121190799999999
52,96952,6478,6477,196.12765,8,"LINESTRING (83857.3984375 448062.28125, 83811.1875 448066.59375, 83749.9296875 448045.125, 83684.359375 447991.34375)",1800.0,None,50.0,15,14.121190799999999
53,96971,5002,6472,322.50324,10,"LINESTRING (83994.7734375 448646.78125, 84104.90625 448647.21875, 84188.703125 448652.28125, 84260.9453125 448645.6875, 84310.0546875 448619.03125)",1200.0,None,35.0,15,33.17176182857143
54,96972,6472,5002,322.50324,10,"LINESTRING (83994.7734375 448646.78125, 84104.90625 448647.21875, 84188.703125 448652.28125, 84260.9453125 448645.6875, 84310.0546875 448619.03125)",1200.0,None,35.0,15,33.17176182857143
55,96981,5002,6474,252.63214,8,"LINESTRING (83994.7734375 448646.78125, 83996.671875 448899.40625)",1800.0,None,50.0,15,18.18951408
56,96982,6474,5002,252.63214,8,"LINESTRING (83994.7734375 448646.78125, 83996.671875 448899.40625)",1800.0,None,50.0,15,18.18951408
57,96991,5002,6447,262.1454,8,"LINESTRING (83994.7734375 448646.78125, 84002.5078125 448384.75)",1800.0,None,50.0,15,18.8744688
58,96992,6447,5002,262.1454,8,"LINESTRING (83994.7734375 448646.78125, 84002.5078125 448384.75)",1800.0,None,50.0,15,18.8744688
59,97021,6466,6469,201.71794,8,"LINESTRING (84047.3046875 448893.78125, 84094.4921875 448846.59375, 84187.0546875 448748.34375)",1800.0,None,50.0,15,14.52369168
60,97022,6469,6466,201.71794,8,"LINESTRING (84047.3046875 448893.78125, 84094.4921875 448846.59375, 84187.0546875 448748.34375)",1800.0,None,50.0,15,14.52369168
61,97201,6473,6484,207.9066,10,"LINESTRING (84449.03125 448450.34375, 84499.9609375 448471.25, 84621.671875 448563.71875)",1200.0,None,35.0,15,21.384678857142855
62,97202,6484,6473,207.9066,10,"LINESTRING (84449.03125 448450.34375, 84499.9609375 448471.25, 84621.671875 448563.71875)",1200.0,None,35.0,15,21.384678857142855
63,97211,6479,6484,333.11458999999996,10,"LINESTRING (84893.328125 448756.5, 84761.890625 448662.0625, 84621.671875 448563.71875)",1200.0,None,35.0,15,34.26321497142857
64,97212,6484,6479,333.11458999999996,10,"LINESTRING (84893.328125 448756.5, 84761.890625 448662.0625, 84621.671875 448563.71875)",1200.0,None,35.0,15,34.26321497142857
65,97221,6483,6484,376.07902,8,"LINESTRING (84820.3046875 448244.375, 84621.671875 448563.71875)",1800.0,None,50.0,15,27.07768944
66,97222,6484,6483,376.07902,8,"LINESTRING (84820.3046875 448244.375, 84621.671875 448563.71875)",1800.0,None,50.0,15,27.07768944
67,97251,6480,6485,239.9659,10,"LINESTRING (84544.703125 448222.28125, 84694.6953125 448034.96875)",1200.0,None,35.0,15,24.682206857142855
68,97252,6485,6480,239.9659,10,"LINESTRING (84544.703125 448222.28125, 84694.6953125 448034.96875)",1200.0,None,35.0,15,24.682206857142855
69,97301,6485,6486,318.06636,10,"LINESTRING (84694.6953125 448034.96875, 84438.3203125 447846.71875)",1200.0,None,35.0,15,32.715397028571424
70,97302,6486,6485,318.06636,10,"LINESTRING (84694.6953125 448034.96875, 84438.3203125 447846.71875)",1200.0,None,35.0,15,32.715397028571424
71,97331,6480,6487,304.89069,10,"LINESTRING (84544.703125 448222.28125, 84292.34375 448051.1875)",1200.0,None,35.0,15,31.360185257142863
72,97332,6487,6480,304.89069,10,"LINESTRING (84544.703125 448222.28125, 84292.34375 448051.1875)",1200.0,None,35.0,15,31.360185257142863
73,97361,6487,6488,193.91714,10,"LINESTRING (84292.34375 448051.1875, 84192.9375 448217.6875)",1200.0,None,35.0,15,19.94576297142857
74,97362,6488,6487,193.91714,10,"LINESTRING (84292.34375 448051.1875, 84192.9375 448217.6875)",1200.0,None,35.0,15,19.94576297142857
75,97541,4874,6495,76.40789000000001,10,"LINESTRING (83445.578125 447832.03125, 83511.3203125 447870.96875)",1200.0,None,35.0,15,7.859097257142858
76,97542,6495,4874,76.40789000000001,10,"LINESTRING (83445.578125 447832.03125, 83511.3203125 447870.96875)",1200.0,None,35.0,15,7.859097257142858
77,97551,6478,6495,210.79057,8,"LINESTRING (83684.359375 447991.34375, 83511.3203125 447870.96875)",1800.0,None,50.0,15,15.17692104
78,97552,6495,6478,210.79057,8,"LINESTRING (83684.359375 447991.34375, 83511.3203125 447870.96875)",1800.0,None,50.0,15,15.17692104
79,97581,6478,6496,232.36905,11,"LINESTRING (83684.359375 447991.34375, 83708.8125 447957.625, 83688.6640625 447880.65625, 83653.1953125 447775.3125)",1500.0,None,40.0,15,20.9132145
80,97582,6496,6478,232.36905,11,"LINESTRING (83684.359375 447991.34375, 83708.8125 447957.625, 83688.6640625 447880.65625, 83653.1953125 447775.3125)",1500.0,None,40.0,15,20.9132145
81,97611,6496,6497,141.48103,10,"LINESTRING (83653.1953125 447775.3125, 83689.953125 447765.46875, 83731.328125 447744.28125, 83762.828125 447696.84375)",1200.0,None,35.0,15,14.552334514285715
82,97612,6497,6496,141.48103,10,"LINESTRING (83653.1953125 447775.3125, 83689.953125 447765.46875, 83731.328125 447744.28125, 83762.828125 447696.84375)",1200.0,None,35.0,15,14.552334514285715
83,97641,6497,6498,70.1747,10,"LINESTRING (83762.828125 447696.84375, 83709.0859375 447651.71875)",1200.0,None,35.0,15,7.217969142857143
84,97642,6498,6497,70.1747,10,"LINESTRING (83762.828125 447696.84375, 83709.0859375 447651.71875)",1200.0,None,35.0,15,7.217969142857143
85,97661,6496,6499,90.49077,11,"LINESTRING (83653.1953125 447775.3125, 83632.7734375 447687.15625)",1500.0,None,40.0,15,8.1441693
86,97662,6499,6496,90.49077,11,"LINESTRING (83653.1953125 447775.3125, 83632.7734375 447687.15625)",1500.0,None,40.0,15,8.1441693
87,97671,6498,6499,84.13926,10,"LINESTRING (83709.0859375 447651.71875, 83632.7734375 447687.15625)",1200.0,None,35.0,15,8.654323885714284
88,97672,6499,6498,84.13926,10,"LINESTRING (83709.0859375 447651.71875, 83632.7734375 447687.15625)",1200.0,None,35.0,15,8.654323885714284
89,97691,6485,6500,192.44123,10,"LINESTRING (84694.6953125 448034.96875, 84814.4296875 447884.3125)",1200.0,None,35.0,15,19.793955085714284
90,97692,6500,6485,192.44123,10,"LINESTRING (84694.6953125 448034.96875, 84814.4296875 447884.3125)",1200.0,None,35.0,15,19.793955085714284
91,97751,6500,6501,216.26912000000002,10,"LINESTRING (84814.4296875 447884.3125, 84644.75 447750.21875)",1200.0,None,35.0,15,22.24482377142857
92,97752,6501,6500,216.26912000000002,10,"LINESTRING (84814.4296875 447884.3125, 84644.75 447750.21875)",1200.0,None,35.0,15,22.24482377142857
93,97831,6488,6502,202.20685,10,"LINESTRING (84192.9375 448217.6875, 84093.640625 448142.15625, 84032.4453125 448094.6875)",1200.0,None,35.0,15,20.798418857142856
94,97832,6502,6488,202.20685,10,"LINESTRING (84192.9375 448217.6875, 84093.640625 448142.15625, 84032.4453125 448094.6875)",1200.0,None,35.0,15,20.798418857142856
95,97941,6486,6505,179.29797,10,"LINESTRING (84438.3203125 447846.71875, 84331.2421875 447990.53125)",1200.0,None,35.0,15,18.442076914285714
96,97942,6505,6486,179.29797,10,"LINESTRING (84438.3203125 447846.71875, 84331.2421875 447990.53125)",1200.0,None,35.0,15,18.442076914285714
97,97951,6487,6505,72.05739999999999,10,"LINESTRING (84292.34375 448051.1875, 84331.2421875 447990.53125)",1200.0,None,35.0,15,7.411618285714285
98,97952,6505,6487,72.05739999999999,10,"LINESTRING (84292.34375 448051.1875, 84331.2421875 447990.53125)",1200.0,None,35.0,15,7.411618285714285
99,97961,6503,6505,89.40131,10,"LINESTRING (84255 447943.84375, 84331.2421875 447990.53125)",1200.0,None,35.0,15,9.195563314285714
100,97962,6505,6503,89.40131,10,"LINESTRING (84255 447943.84375, 84331.2421875 447990.53125)",1200.0,None,35.0,15,9.195563314285714
101,97991,6486,6507,107.0333,10,"LINESTRING (84438.3203125 447846.71875, 84529.109375 447790.03125)",1200.0,None,35.0,15,11.009139428571428
102,97992,6507,6486,107.0333,10,"LINESTRING (84438.3203125 447846.71875, 84529.109375 447790.03125)",1200.0,None,35.0,15,11.009139428571428
103,98001,6501,6507,122.51826,10,"LINESTRING (84644.75 447750.21875, 84586.6640625 447774.0625, 84529.109375 447790.03125)",1200.0,None,35.0,15,12.601878171428572
104,98002,6507,6501,122.51826,10,"LINESTRING (84644.75 447750.21875, 84586.6640625 447774.0625, 84529.109375 447790.03125)",1200.0,None,35.0,15,12.601878171428572
105,98031,6502,6508,180.97107,10,"LINESTRING (84032.4453125 448094.6875, 84103.6484375 447928.3125)",1200.0,None,35.0,15,18.614167200000004
106,98032,6508,6502,180.97107,10,"LINESTRING (84032.4453125 448094.6875, 84103.6484375 447928.3125)",1200.0,None,35.0,15,18.614167200000004
107,98051,6476,6502,202.69355,10,"LINESTRING (83946.6171875 448278.3125, 83994.984375 448175.125, 84032.4453125 448094.6875)",1200.0,None,35.0,15,20.848479428571427
108,98052,6502,6476,202.69355,10,"LINESTRING (83946.6171875 448278.3125, 83994.984375 448175.125, 84032.4453125 448094.6875)",1200.0,None,35.0,15,20.848479428571427
109,98071,6508,6509,41.28495,10,"LINESTRING (84103.6484375 447928.3125, 84123.1171875 447891.90625)",1200.0,None,35.0,15,4.246452
110,98072,6509,6508,41.28495,10,"LINESTRING (84103.6484375 447928.3125, 84123.1171875 447891.90625)",1200.0,None,35.0,15,4.246452
111,98081,6503,6509,141.74125,10,"LINESTRING (84255 447943.84375, 84123.1171875 447891.90625)",1200.0,None,35.0,15,14.579100000000002
112,98082,6509,6503,141.74125,10,"LINESTRING (84255 447943.84375, 84123.1171875 447891.90625)",1200.0,None,35.0,15,14.579100000000002
113,98141,6510,6511,285.9126,8,"LINESTRING (84061.6484375 447629.03125, 84198.1015625 447377.78125)",1800.0,None,50.0,15,20.5857072
114,98142,6511,6510,285.9126,8,"LINESTRING (84061.6484375 447629.03125, 84198.1015625 447377.78125)",1800.0,None,50.0,15,20.5857072
115,98171,6511,6512,124.73993,10,"LINESTRING (84198.1015625 447377.78125, 84295.8203125 447455.3125)",1200.0,None,35.0,15,12.8303928
116,98172,6512,6511,124.73993,10,"LINESTRING (84198.1015625 447377.78125, 84295.8203125 447455.3125)",1200.0,None,35.0,15,12.8303928
117,98201,6512,6513,98.38724,10,"LINESTRING (84295.8203125 447455.3125, 84260.0546875 447546.96875)",1200.0,None,35.0,15,10.1198304
118,98202,6513,6512,98.38724,10,"LINESTRING (84295.8203125 447455.3125, 84260.0546875 447546.96875)",1200.0,None,35.0,15,10.1198304
119,98271,6511,6515,75.32582000000001,10,"LINESTRING (84198.1015625 447377.78125, 84129.578125 447346.5)",1200.0,None,35.0,15,7.747798628571428
120,98272,6515,6511,75.32582000000001,10,"LINESTRING (84198.1015625 447377.78125, 84129.578125 447346.5)",1200.0,None,35.0,15,7.747798628571428
121,98301,6515,6516,124.35439,10,"LINESTRING (84129.578125 447346.5, 84139.984375 447403.21875, 84119.8046875 447466.78125)",1200.0,None,35.0,15,12.790737257142856
122,98302,6516,6515,124.35439,10,"LINESTRING (84129.578125 447346.5, 84139.984375 447403.21875, 84119.8046875 447466.78125)",1200.0,None,35.0,15,12.790737257142856
123,98331,6515,6517,120.97263,10,"LINESTRING (84129.578125 447346.5, 84012.703125 447377.71875)",1200.0,None,35.0,15,12.442899085714286
124,98332,6517,6515,120.97263,10,"LINESTRING (84129.578125 447346.5, 84012.703125 447377.71875)",1200.0,None,35.0,15,12.442899085714286
125,98341,6516,6517,139.29421,10,"LINESTRING (84119.8046875 447466.78125, 84012.703125 447377.71875)",1200.0,None,35.0,15,14.327404457142858
126,98342,6517,6516,139.29421,10,"LINESTRING (84119.8046875 447466.78125, 84012.703125 447377.71875)",1200.0,None,35.0,15,14.327404457142858
127,98351,6498,6518,400.02078,10,"LINESTRING (83709.0859375 447651.71875, 83933.109375 447320.3125)",1200.0,None,35.0,15,41.14499451428571
128,98352,6518,6498,400.02078,10,"LINESTRING (83709.0859375 447651.71875, 83933.109375 447320.3125)",1200.0,None,35.0,15,41.14499451428571
129,98371,6517,6518,98.13584,10,"LINESTRING (84012.703125 447377.71875, 83933.109375 447320.3125)",1200.0,None,35.0,15,10.093972114285714
130,98372,6518,6517,98.13584,10,"LINESTRING (84012.703125 447377.71875, 83933.109375 447320.3125)",1200.0,None,35.0,15,10.093972114285714
131,98581,6518,6524,164.94413,10,"LINESTRING (83933.109375 447320.3125, 83800.9453125 447221.625)",1200.0,None,35.0,15,16.96568194285714
132,98582,6524,6518,164.94413,10,"LINESTRING (83933.109375 447320.3125, 83800.9453125 447221.625)",1200.0,None,35.0,15,16.96568194285714
133,98621,6524,6525,206.12264,10,"LINESTRING (83800.9453125 447221.625, 83639.53125 447093.4375)",1200.0,None,35.0,15,21.20118582857143
134,98622,6525,6524,206.12264,10,"LINESTRING (83800.9453125 447221.625, 83639.53125 447093.4375)",1200.0,None,35.0,15,21.20118582857143
135,98691,6521,6527,158.67756,10,"LINESTRING (84179.953125 447185.3125, 84168.3125 447027.0625)",1200.0,None,35.0,15,16.321120457142854
136,98692,6527,6521,158.67756,10,"LINESTRING (84179.953125 447185.3125, 84168.3125 447027.0625)",1200.0,None,35.0,15,16.321120457142854
137,98751,6511,6528,144.18097999999998,8,"LINESTRING (84198.1015625 447377.78125, 84262.5625 447248.8125)",1800.0,None,50.0,15,10.38103056
138,98752,6528,6511,144.18097999999998,8,"LINESTRING (84198.1015625 447377.78125, 84262.5625 447248.8125)",1800.0,None,50.0,15,10.38103056
139,98831,6529,6530,129.54223000000002,10,"LINESTRING (84377.7421875 447278.78125, 84422.25 447157.125)",1200.0,None,35.0,15,13.324343657142858
140,98832,6530,6529,129.54223000000002,10,"LINESTRING (84377.7421875 447278.78125, 84422.25 447157.125)",1200.0,None,35.0,15,13.324343657142858
141,98871,6530,6531,80.25595000000001,10,"LINESTRING (84422.25 447157.125, 84492.53125 447195.875)",1200.0,None,35.0,15,8.254897714285715
142,98872,6531,6530,80.25595000000001,10,"LINESTRING (84422.25 447157.125, 84492.53125 447195.875)",1200.0,None,35.0,15,8.254897714285715
143,98901,6531,6532,170.18627999999998,10,"LINESTRING (84492.53125 447195.875, 84433.8515625 447355.625)",1200.0,None,35.0,15,17.504874514285714
144,98902,6532,6531,170.18627999999998,10,"LINESTRING (84492.53125 447195.875, 84433.8515625 447355.625)",1200.0,None,35.0,15,17.504874514285714
145,98911,6512,6533,155.30926,10,"LINESTRING (84295.8203125 447455.3125, 84363.3828125 447315.46875)",1200.0,None,35.0,15,15.974666742857142
146,98912,6533,6512,155.30926,10,"LINESTRING (84295.8203125 447455.3125, 84363.3828125 447315.46875)",1200.0,None,35.0,15,15.974666742857142
147,98921,6529,6533,39.39752,10,"LINESTRING (84377.7421875 447278.78125, 84363.3828125 447315.46875)",1200.0,None,35.0,15,4.052316342857143
148,98922,6533,6529,39.39752,10,"LINESTRING (84377.7421875 447278.78125, 84363.3828125 447315.46875)",1200.0,None,35.0,15,4.052316342857143
149,98931,6532,6533,81.10715,10,"LINESTRING (84433.8515625 447355.625, 84363.3828125 447315.46875)",1200.0,None,35.0,15,8.342449714285713
150,98932,6533,6532,81.10715,10,"LINESTRING (84433.8515625 447355.625, 84363.3828125 447315.46875)",1200.0,None,35.0,15,8.342449714285713
151,99021,6528,6538,29.435,8,"LINESTRING (84262.5625 447248.8125, 84278.25 447223.90625)",1800.0,None,50.0,15,2.1193199999999996
152,99022,6538,6528,29.435,8,"LINESTRING (84262.5625 447248.8125, 84278.25 447223.90625)",1800.0,None,50.0,15,2.1193199999999996
153,99041,6529,6538,114.50781,10,"LINESTRING (84377.7421875 447278.78125, 84321.1328125 447255.65625, 84278.25 447223.90625)",1200.0,None,35.0,15,11.777946171428571
154,99042,6538,6529,114.50781,10,"LINESTRING (84377.7421875 447278.78125, 84321.1328125 447255.65625, 84278.25 447223.90625)",1200.0,None,35.0,15,11.777946171428571
155,99071,6537,6539,268.36541000000005,8,"LINESTRING (84336.9921875 447102, 84425.7734375 446905.6875, 84463.6875 446868.78125)",1800.0,None,50.0,15,19.32230952
156,99072,6539,6537,268.36541000000005,8,"LINESTRING (84336.9921875 447102, 84425.7734375 446905.6875, 84463.6875 446868.78125)",1800.0,None,50.0,15,19.32230952
157,99101,6539,6540,90.89885000000001,8,"LINESTRING (84463.6875 446868.78125, 84533.9609375 446926.4375)",1800.0,None,50.0,15,6.544717200000001
158,99102,6540,6539,90.89885000000001,8,"LINESTRING (84463.6875 446868.78125, 84533.9609375 446926.4375)",1800.0,None,50.0,15,6.544717200000001
159,99181,6541,6542,90.03425,8,"LINESTRING (84672.75 447050.59375, 84705.15625 447134.59375)",1800.0,None,50.0,15,6.482466
160,99182,6542,6541,90.03425,8,"LINESTRING (84672.75 447050.59375, 84705.15625 447134.59375)",1800.0,None,50.0,15,6.482466
161,99211,6542,6543,161.52766,8,"LINESTRING (84705.15625 447134.59375, 84764.65625 447191.375, 84829.9296875 447236.375)",1800.0,None,50.0,15,11.629991519999999
162,99212,6543,6542,161.52766,8,"LINESTRING (84705.15625 447134.59375, 84764.65625 447191.375, 84829.9296875 447236.375)",1800.0,None,50.0,15,11.629991519999999
163,99291,6543,6546,125.84354,8,"LINESTRING (84829.9296875 447236.375, 84890.71875 447126.1875)",1800.0,None,50.0,15,9.06073488
164,99292,6546,6543,125.84354,8,"LINESTRING (84829.9296875 447236.375, 84890.71875 447126.1875)",1800.0,None,50.0,15,9.06073488
165,99321,6546,6547,142.65618999999998,8,"LINESTRING (84890.71875 447126.1875, 84948.765625 446995.875)",1800.0,None,50.0,15,10.27124568
166,99322,6547,6546,142.65618999999998,8,"LINESTRING (84890.71875 447126.1875, 84948.765625 446995.875)",1800.0,None,50.0,15,10.27124568
167,99371,6547,6549,56.81434,8,"LINESTRING (84948.765625 446995.875, 84995.859375 446964.09375)",1800.0,None,50.0,15,4.090632479999999
168,99372,6549,6547,56.81434,8,"LINESTRING (84948.765625 446995.875, 84995.859375 446964.09375)",1800.0,None,50.0,15,4.090632479999999
169,99411,6549,6550,137.90974,8,"LINESTRING (84995.859375 446964.09375, 85091.15625 446864.40625)",1800.0,None,50.0,15,9.92950128
170,99412,6550,6549,137.90974,8,"LINESTRING (84995.859375 446964.09375, 85091.15625 446864.40625)",1800.0,None,50.0,15,9.92950128
171,99441,6527,6551,225.22967999999997,10,"LINESTRING (84168.3125 447027.0625, 83989.46875 446890.15625)",1200.0,None,35.0,15,23.16648137142857
172,99442,6551,6527,225.22967999999997,10,"LINESTRING (84168.3125 447027.0625, 83989.46875 446890.15625)",1200.0,None,35.0,15,23.16648137142857
173,99471,6551,6552,110.46119,10,"LINESTRING (83989.46875 446890.15625, 84046.25 446795.40625)",1200.0,None,35.0,15,11.3617224
