element,id,geometry,ele,gnis:feature_id,leisure,name,source,sport,level,addr:housenumber,addr:postcode,addr:state,addr:street,golf,natural,boat,water,intermittent,landuse,tourism,access,bicycle,foot,highway,motor_vehicle,surface,addr:city,opening_hours,layer,basin,dog,hoops,grass,horse,lit,barrier,fence_type,operator,operator:type,website,square,ref,note,wetland,athletics,long_jump,salt,garden:type,area,type,wikidata,wikipedia
relation,3211526,"POLYGON ((-96.6703292 43.5015035, -96.6703775 43.5015015, -96.670415 43.5014937, -96.6704391 43.501484, -96.6704552 43.5014645, -96.670474 43.5014003, -96.6704847 43.5013342, -96.6704821 43.5012642, -96.6704633 43.5008361, -96.6704499 43.5006727, -96.6704418 43.5006027, -96.6704472 43.5005676, -96.6704713 43.5005443, -96.6705169 43.5005287, -96.6705679 43.5005287, -96.6706081 43.5005385, -96.670651 43.5005443, -96.6710051 43.5005501, -96.6710775 43.5005579, -96.6711124 43.5005618, -96.6711365 43.5005774, -96.6711553 43.5006027, -96.6711509 43.5006505, -96.6711428 43.5007867, -96.6711472 43.5008303, -96.6711714 43.5008828, -96.6711526 43.5009198, -96.6711428 43.5009754, -96.6711428 43.5011038, -96.6711392 43.5013361, -96.6711294 43.5014793, -96.671124 43.5017225, -96.6711231 43.5020249, -96.671108 43.5022673, -96.6710999 43.5024113, -96.6710909 43.5024782, -96.6710748 43.5025229, -96.6710614 43.5025696, -96.6710453 43.5025969, -96.6710168 43.5026155, -96.6709702 43.5026338, -96.670879 43.5026474, -96.6708344 43.5026486, -96.6707915 43.5026389, -96.6707449 43.5026124, -96.670584 43.5024996, -96.6702809 43.502307, -96.6701173 43.5021727, -96.6698705 43.5019937, -96.6697552 43.501914, -96.6697015 43.5018673, -96.6696425 43.5017895, -96.6695513 43.5016494, -96.6695299 43.501593, -96.6695299 43.5015618, -96.6695379 43.5015385, -96.6695567 43.501521, -96.6695993 43.5015114, -96.6696506 43.5015054, -96.6703292 43.5015035), (-96.6709577 43.501526, -96.6709873 43.5015046, -96.6710033 43.5014774, -96.6710087 43.5014463, -96.6710007 43.5014112, -96.6709685 43.5013723, -96.6709229 43.5013529, -96.6708692 43.5013412, -96.6708183 43.5013412, -96.6707727 43.5013548, -96.6707351 43.5013782, -96.670719 43.5014054, -96.670719 43.5014404, -96.6707351 43.5014716, -96.6707727 43.5015007, -96.6708102 43.5015221, -96.6708612 43.5015338, -96.6708961 43.5015377, -96.6709336 43.5015338, -96.6709577 43.501526), (-96.6702014 43.501919, -96.6702539 43.5019135, -96.6702979 43.5018996, -96.6703221 43.501884, -96.6703328 43.5018704, -96.6703435 43.5018529, -96.6703435 43.5018334, -96.6703301 43.5018062, -96.670306 43.5017809, -96.6702684 43.5017653, -96.6702416 43.5017576, -96.6702067 43.5017517, -96.6701745 43.5017556, -96.6701424 43.5017692, -96.6701236 43.5017906, -96.6701155 43.5018198, -96.6701236 43.5018548, -96.6701424 43.5018879, -96.6701692 43.5019093, -96.6702014 43.501919), (-96.6708611 43.5024658, -96.6708826 43.502456, -96.6709041 43.5024307, -96.6709121 43.5024054, -96.6709121 43.5023762, -96.6709014 43.5023451, -96.6708719 43.5023081, -96.6708478 43.5022867, -96.6708156 43.502277, -96.6707727 43.5022712, -96.6707271 43.5022731, -96.6706949 43.5022828, -96.6706708 43.5023081, -96.6706573 43.5023451, -96.67066 43.5023879, -96.6706761 43.5024249, -96.6707083 43.5024521, -96.6707485 43.5024696, -96.6707968 43.5024755, -96.6708397 43.5024755, -96.6708611 43.5024658))",,,,,bing,,,,,,,,water,no,basin,,,,,,,,,,,,,retention,,,,,,,,,,,,,,,,,,,,multipolygon,,
relation,4020941,"POLYGON ((-96.7465652 43.5524862, -96.7464333 43.5525492, -96.7464007 43.5525818, -96.7463402 43.5525829, -96.7462968 43.5525976, -96.7462657 43.5526245, -96.7462642 43.5526448, -96.7462735 43.5526875, -96.7462673 43.5527314, -96.7462285 43.5527752, -96.7455954 43.5532543, -96.7455643 43.5532611, -96.7455162 43.5532734, -96.7454899 43.5533016, -96.7454899 43.5533364, -96.7454728 43.5533791, -96.7450226 43.5537818, -96.7449623 43.5538357, -96.7445728 43.5541416, -96.7442733 43.5544205, -96.7442283 43.5544385, -96.744188 43.5544464, -96.7441367 43.5545015, -96.7441367 43.554542, -96.7441119 43.5545847, -96.7437426 43.555012, -96.7436728 43.5550368, -96.743648 43.5550694, -96.7436542 43.5551099, -96.7436495 43.5551436, -96.7434788 43.5553888, -96.7434245 43.5554304, -96.7433578 43.5554371, -96.743319 43.5554495, -96.7433205 43.5554843, -96.7433485 43.5555631, -96.7433143 43.5556541, -96.7432464 43.5557589, -96.7432004 43.5559135, -96.7431446 43.5561771, -96.7431224 43.5562394, -96.7430696 43.5563001, -96.7430713 43.5563768, -96.7430307 43.5565794, -96.7429875 43.5572077, -96.7429896 43.5574082, -96.7430107 43.5576319, -96.7430004 43.5581707, -96.7429636 43.5582396, -96.7429015 43.5582832, -96.7428268 43.5582993, -96.7421086 43.5582927, -96.7418843 43.5582818, -96.7418388 43.5582378, -96.7418237 43.5581851, -96.7418025 43.5580336, -96.7417237 43.5577085, -96.7417085 43.5573198, -96.7418085 43.5570496, -96.7419176 43.556718, -96.7420722 43.5562831, -96.7422995 43.5559053, -96.742545 43.5555583, -96.7427753 43.5552267, -96.7429632 43.5549455, -96.743139 43.5546468, -96.7432966 43.5544953, -96.7436179 43.5542668, -96.7436573 43.5541724, -96.7436694 43.5540516, -96.7437179 43.5539571, -96.7440725 43.5537045, -96.7444149 43.553452, -96.7448877 43.5530083, -96.7450241 43.552804, -96.745309 43.5525953, -96.7454727 43.5524745, -96.7455696 43.5523867, -96.745612 43.5523101, -96.7457008 43.5521792, -96.7457778 43.5521298, -96.7459555 43.5521148, -96.7461599 43.5521041, -96.7463524 43.5520483, -96.7464738 43.5519903, -96.7464827 43.5519409, -96.7465241 43.5519023, -96.7465745 43.5518873, -96.7466278 43.5519173, -96.7466515 43.5522951, -96.7466456 43.5523917, -96.7465834 43.5524647, -96.7465652 43.5524862), (-96.7459916 43.5525072, -96.7460198 43.5524995, -96.7460386 43.5524781, -96.7460412 43.5524548, -96.7460386 43.5524373, -96.7460171 43.5524266, -96.7459876 43.5524266, -96.7459648 43.5524343, -96.745946 43.5524606, -96.7459594 43.5524927, -96.7459916 43.5525072), (-96.7431083 43.5554415, -96.743123 43.5554182, -96.7431069 43.5553987, -96.7430855 43.555391, -96.7430586 43.5553851, -96.7430238 43.55539, -96.7429862 43.5554162, -96.7429607 43.5554493, -96.7429312 43.5554765, -96.7429151 43.5555066, -96.7429178 43.555529, -96.7429487 43.5555387, -96.7429849 43.5555406, -96.7430184 43.555529, -96.7430573 43.5554911, -96.7431083 43.5554415))",,,,Covell Lake,Bing,,,,,,,,water,,lake,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,
relation,12451051,"POLYGON ((-96.6028395 43.5088268, -96.6023807 43.5082709, -96.602264 43.5080304, -96.6020678 43.5075698, -96.601895 43.5070685, -96.6016008 43.506723, -96.601414 43.5064419, -96.6010684 43.5060964, -96.6005267 43.5057339, -96.6001064 43.5053444, -96.5996861 43.5047584, -96.5994573 43.5042707, -96.5994806 43.5038506, -96.5994293 43.5034137, -96.5994059 43.5030783, -96.5994153 43.502699, -96.59949 43.5024856, -96.5996021 43.5022959, -96.5998776 43.5019571, -96.5999663 43.5017878, -96.599957 43.5015676, -96.5999243 43.5014558, -96.5996558 43.5011259, -96.5993661 43.5008979, -96.5991366 43.5007605, -96.5990796 43.5007337, -96.5990241 43.5005817, -96.5990226 43.5004934, -96.5990502 43.5003835, -96.5990656 43.5003489, -96.5990878 43.5001669, -96.599013 43.5001711, -96.5989663 43.5001203, -96.5989383 43.4999577, -96.5989477 43.4998188, -96.5989617 43.4996663, -96.5989196 43.4995105, -96.5987328 43.4988669, -96.5986768 43.4982571, -96.5986348 43.4980098, -96.5986675 43.4976778, -96.5986861 43.4973492, -96.5987282 43.4970579, -96.5987935 43.4965972, -96.5988963 43.4961059, -96.5989243 43.4958011, -96.5987935 43.4954047, -96.5984947 43.4950727, -96.5982005 43.4949135, -96.597584 43.4946086, -96.5970143 43.4944155, -96.5963558 43.4942359, -96.5960149 43.4940936, -96.5958655 43.4939886, -96.595646 43.4937989, -96.5951603 43.4935245, -96.5948194 43.4933551, -96.5944971 43.4931958, -96.5941983 43.4931857, -96.5938013 43.4931416, -96.5934931 43.4931044, -96.5933296 43.4930264, -96.5931849 43.4929688, -96.5924377 43.4929892, -96.591896 43.4932229, -96.5914943 43.4934804, -96.5914009 43.4935448, -96.5913029 43.4939683, -96.5912281 43.4942664, -96.5911861 43.4943782, -96.5911067 43.4944595, -96.5911347 43.4944968, -96.5912328 43.4945137, -96.5913215 43.4944798, -96.5915457 43.4944019, -96.5916671 43.494368, -96.5918026 43.4943917, -96.5918306 43.4944697, -96.5918166 43.4945306, -96.5917512 43.4946255, -96.5916905 43.494656, -96.591485 43.4947102, -96.5913496 43.4946966, -96.591046 43.4946424, -96.5906491 43.4945544, -96.5903128 43.4944087, -96.5900793 43.4942799, -96.5898972 43.4941038, -96.5893788 43.49366, -96.5890659 43.4933483, -96.5888838 43.4931687, -96.5887437 43.4927927, -96.5885943 43.4923421, -96.5885382 43.4921015, -96.5883001 43.4916509, -96.5880712 43.4913155, -96.5877256 43.4911224, -96.5875575 43.4910682, -96.5872867 43.4910106, -96.5870999 43.4909971, -96.586787 43.4910242, -96.5864834 43.4910479, -96.5861939 43.491058, -96.5860445 43.4910309, -96.5858956 43.4909597, -96.5856794 43.4908378, -96.5854823 43.4906948, -96.5853097 43.4904623, -96.5851557 43.4902924, -96.5851433 43.4899839, -96.5847551 43.4894698, -96.5843546 43.4891524, -96.5842314 43.4888797, -96.584293 43.4886606, -96.5842991 43.4884952, -96.5844594 43.4882493, -96.5845518 43.4879409, -96.5846565 43.4875251, -96.5849462 43.4871361, -96.5855624 43.4867159, -96.5860307 43.486546, -96.5863141 43.4863448, -96.5864312 43.4860274, -96.5864435 43.4857949, -96.5861909 43.4852897, -96.5858643 43.4849499, -96.5856856 43.4845743, -96.5857103 43.484391, -96.5858397 43.4841362, -96.5859814 43.4839215, -96.5859506 43.4834879, -96.5858766 43.4829111, -96.5856918 43.4824729, -96.5854823 43.4823209, -96.5853036 43.4822181, -96.58494 43.4821286, -96.5845888 43.4821197, -96.5841266 43.4822538, -96.5838616 43.4823701, -96.5836953 43.4825534, -96.5834303 43.4828843, -96.5831653 43.483385, -96.5830376 43.4834761, -96.5826293 43.4835131, -96.5822859 43.4834777, -96.5821722 43.4834357, -96.5820585 43.4833313, -96.5819286 43.4831394, -96.5816571 43.4829306, -96.5815898 43.4828448, -96.5815875 43.4827, -96.5814785 43.4825451, -96.5812604 43.4823044, -96.5810933 43.4821124, -96.5808891 43.481806, -96.5808497 43.4814323, -96.5808845 43.4811343, -96.5810353 43.4808026, -96.5811026 43.4806242, -96.5812679 43.4803922, -96.5813996 43.4803043, -96.5815806 43.4801006, -96.5819843 43.4798481, -96.5821421 43.4797774, -96.5826618 43.4797723, -96.5828242 43.4798464, -96.583207 43.4798346, -96.5835133 43.4797673, -96.5839093 43.4796905, -96.5840639 43.4796085, -96.5844182 43.4794507, -96.5847228 43.479245, -96.5849368 43.4788984, -96.5852333 43.4786374, -96.5855364 43.478498, -96.5859388 43.4782276, -96.5862878 43.477939, -96.5864766 43.4778856, -96.5866083 43.4777504, -96.5866405 43.4775164, -96.5866283 43.4773748, -96.5864657 43.4772067, -96.5858884 43.4767996, -96.5856323 43.4766078, -96.5846159 43.4760296, -96.5840427 43.47577, -96.5837215 43.475593, -96.5835751 43.4754248, -96.583441 43.4752448, -96.5832946 43.4749616, -96.5832418 43.4747403, -96.5832214 43.4746105, -96.5831686 43.4745427, -96.5830304 43.474168, -96.5829043 43.4737166, -96.5829491 43.4735396, -96.5829084 43.4733301, -96.5829816 43.4730911, -96.5831157 43.4728433, -96.5833922 43.4725011, -96.5835792 43.4723595, -96.5837784 43.4721677, -96.5840671 43.4719081, -96.5842581 43.4717783, -96.5843801 43.4716484, -96.5847867 43.4713918, -96.5848598 43.4712029, -96.5849046 43.471082, -96.5849574 43.4709492, -96.5850143 43.4707958, -96.5850468 43.4706689, -96.5850062 43.4704594, -96.5849167 43.470129, -96.5847948 43.4698398, -96.5845509 43.4695625, -96.5840996 43.469058, -96.5838923 43.4688013, -96.5836808 43.4686242, -96.5835467 43.4684619, -96.5833759 43.4683056, -96.583254 43.4681256, -96.5831523 43.4678689, -96.5829531 43.4676771, -96.5827214 43.467444, -96.5825385 43.4671814, -96.582449 43.4669719, -96.5824206 43.4668509, -96.5824531 43.4665323, -96.5825019 43.4664231, -96.5826279 43.4662962, -96.5828637 43.4660985, -96.5833719 43.4657622, -96.5837987 43.4654848, -96.5839858 43.4654405, -96.5841524 43.4654376, -96.5845183 43.4653579, -96.5847907 43.4652015, -96.5850103 43.4651219, -96.5853599 43.4650363, -96.5856729 43.4648297, -96.5858518 43.4646793, -96.5861974 43.464275, -96.5864169 43.4641068, -96.5866121 43.464033, -96.5868682 43.4639416, -96.5870999 43.4639121, -96.5873235 43.4639062, -96.5875268 43.4639209, -96.5878114 43.4639652, -96.5881 43.464033, -96.5883765 43.4640626, -96.5886732 43.4640891, -96.5888481 43.4641275, -96.589153 43.4642396, -96.5893481 43.4643163, -96.5894619 43.4643901, -96.589653 43.4645376, -96.5897628 43.4646852, -96.5898278 43.4648415, -96.5898482 43.4650274, -96.5898766 43.4650599, -96.5900311 43.4651838, -96.5901856 43.4652546, -96.5904133 43.465293, -96.5906043 43.4652871, -96.5908035 43.465231, -96.5909743 43.4651661, -96.5911816 43.4650245, -96.5912792 43.4648829, -96.5913036 43.4646911, -96.5912873 43.4645819, -96.5911125 43.464337, -96.5908971 43.4641304, -96.590645 43.4639239, -96.5905271 43.4638206, -96.5904742 43.463316, -96.5904051 43.4631567, -96.5903279 43.4630209, -96.5902588 43.4628527, -96.5902263 43.4625429, -96.5902506 43.4623481, -96.5903685 43.46218, -96.590523 43.4620472, -96.5906938 43.461938, -96.5908808 43.4618229, -96.5910678 43.4617462, -96.5913402 43.4617049, -96.5915394 43.461696, -96.5918199 43.4616842, -96.5919216 43.4616872, -96.5921899 43.4618347, -96.592381 43.4618613, -96.5927753 43.461997, -96.5930721 43.4620855, -96.5934542 43.4621563, -96.5938079 43.4622832, -96.5940153 43.4623363, -96.5941535 43.462357, -96.594308 43.46236, -96.5943893 43.4623275, -96.5944543 43.4622596, -96.5945478 43.4621121, -96.5945966 43.4618819, -96.5945926 43.4617639, -96.5945641 43.4614452, -96.5945411 43.4611007, -96.594809 43.4610433, -96.5951101 43.4609941, -96.5951393 43.4611039, -96.5952775 43.4613429, -96.5953345 43.4614934, -96.5953467 43.4616469, -96.595306 43.4618387, -96.5952613 43.461936, -96.5948222 43.462479, -96.5945986 43.4626915, -96.594497 43.4628095, -96.5943669 43.4628685, -96.5941351 43.4628951, -96.5939075 43.4628921, -96.5937245 43.4628597, -96.5934034 43.4627534, -96.5928383 43.4624082, -96.5925577 43.4622783, -96.5922406 43.4621101, -96.5918544 43.4620334, -96.5915495 43.4620275, -96.5912934 43.4620305, -96.5911064 43.4620806, -96.5909072 43.4622459, -96.5908299 43.4623462, -96.5906632 43.4628744, -96.5906714 43.4629836, -96.5907242 43.4631311, -96.590834 43.4633613, -96.5909925 43.4635442, -96.5911348 43.4636741, -96.5913422 43.4638718, -96.5917121 43.4643439, -96.5918504 43.4646626, -96.5918869 43.4648249, -96.5918585 43.4650226, -96.5918544 43.4651848, -96.5918138 43.4652498, -96.5917487 43.465297, -96.5914519 43.4654386, -96.5910413 43.4655655, -96.590399 43.4657484, -96.5901266 43.465772, -96.5900493 43.4657278, -96.589777 43.4655478, -96.5896469 43.4654711, -96.5895046 43.4652852, -96.5893257 43.4647953, -96.5891997 43.4646803, -96.5890655 43.464574, -96.5889273 43.4644973, -96.5886955 43.4644295, -96.5884719 43.4643793, -96.5882443 43.4643793, -96.5878255 43.4643055, -96.5875084 43.4642672, -96.5872564 43.4642613, -96.5870816 43.464279, -96.5869149 43.464397, -96.5868458 43.4644472, -96.5868173 43.4645003, -96.5868132 43.4645416, -96.586797 43.4646124, -96.5865937 43.4647658, -96.5863376 43.464875, -96.5858863 43.4651435, -96.5856627 43.4653412, -96.5854025 43.4654475, -96.5851667 43.4655596, -96.5846219 43.4657219, -96.584317 43.4657366, -96.5841544 43.4657868, -96.5839674 43.465893, -96.5834877 43.4662176, -96.5832966 43.4663504, -96.5831706 43.4664772, -96.5831259 43.4665628, -96.5831259 43.4666808, -96.5831665 43.4668284, -96.5832153 43.4669552, -96.5833047 43.4670585, -96.583386 43.4672031, -96.583443 43.467327, -96.5835568 43.467504, -96.5836747 43.4676575, -96.5838332 43.4678286, -96.5839268 43.4679968, -96.5840894 43.4681384, -96.5844187 43.4684482, -96.5849594 43.4689144, -96.5850122 43.4689911, -96.5851098 43.4690295, -96.5852155 43.4690885, -96.5853009 43.4691622, -96.5854106 43.4693245, -96.5854757 43.4694986, -96.5855204 43.4696019, -96.5855895 43.4698231, -96.5855936 43.469953, -96.5855489 43.4704486, -96.5855326 43.4705991, -96.5855164 43.4706788, -96.585496 43.4707437, -96.5855001 43.470782, -96.5855407 43.4708351, -96.5855651 43.4709119, -96.5855651 43.4710446, -96.5855204 43.4713515, -96.5854066 43.4715875, -96.5851708 43.4719061, -96.5847317 43.4723162, -96.5844024 43.4725729, -96.5841544 43.4728709, -96.5837397 43.4735613, -96.5836503 43.473753, -96.5836503 43.4740245, -96.5836788 43.4743814, -96.5837723 43.4746912, -96.5838536 43.474824, -96.5839918 43.4748889, -96.5843252 43.4750393, -96.5847927 43.4752606, -96.5850448 43.4753904, -96.5852684 43.4754878, -96.5856668 43.4757887, -96.5861343 43.4762371, -96.5863213 43.4764171, -96.5867157 43.4768212, -96.5869718 43.4771369, -96.5870938 43.4773611, -96.5871786 43.4776699, -96.5871514 43.4780012, -96.5869541 43.4783615, -96.5865759 43.478683, -96.5861119 43.478779, -96.585676 43.4789637, -96.5853976 43.4791893, -96.5850449 43.4796052, -96.584727 43.479888, -96.5843419 43.4800463, -96.5838222 43.4801271, -96.5834068 43.480181, -96.5831398 43.4801219, -96.5826409 43.4800985, -96.5823566 43.480118, -96.5821796 43.4802114, -96.5820401 43.4803866, -96.5818845 43.4805967, -96.5816699 43.4808381, -96.58145 43.4811417, -96.5814339 43.4814375, -96.5815251 43.4818384, -96.5818041 43.4822744, -96.5819489 43.482613, -96.5820669 43.4828816, -96.5822171 43.4829477, -96.5825122 43.4829594, -96.5827106 43.4828855, -96.5830164 43.4825429, -96.5832203 43.482286, -96.5836387 43.4820214, -96.5841215 43.4818851, -96.5847223 43.4817956, -96.5852641 43.4817956, -96.5857791 43.4819863, -96.5862243 43.482286, -96.5864496 43.4825663, -96.5865086 43.4827337, -96.5866696 43.48366, -96.5867286 43.4845475, -96.5868359 43.4852442, -96.5869378 43.4857112, -96.5869432 43.4858825, -96.5869593 43.4859837, -96.5870129 43.48626, -96.587029 43.4865519, -96.5869646 43.486692, -96.5868842 43.486731, -96.5868198 43.4867037, -96.58675 43.4866453, -96.5865784 43.4867271, -96.5860044 43.4870229, -96.5859132 43.4871163, -96.5857415 43.4871941, -96.5856128 43.4873342, -96.5855699 43.4874237, -96.5855055 43.4876534, -96.5853285 43.4878324, -96.5851944 43.4879803, -96.5850388 43.4882605, -96.5849476 43.4885874, -96.5849261 43.488747, -96.5850066 43.4889611, -96.5851032 43.4891323, -96.5853285 43.4893308, -96.5857662 43.4899335, -96.5857939 43.4901431, -96.5858979 43.4903538, -96.5860088 43.490441, -96.5861413 43.4904454, -96.586437 43.4904901, -96.5865233 43.4905393, -96.586588 43.490584, -96.5866743 43.4906131, -96.586779 43.4906131, -96.5870656 43.4905639, -96.5871488 43.490546, -96.5872843 43.4905393, -96.5874938 43.490622, -96.5882826 43.491011, -96.5889789 43.4914066, -96.5891915 43.4915966, -96.5894442 43.4918134, -96.5895859 43.4920749, -96.589706 43.4922694, -96.5898046 43.4926807, -96.5898231 43.4929511, -96.5898077 43.4931657, -96.589817 43.4933065, -96.5898878 43.493425, -96.5901466 43.493767, -96.5902822 43.493986, -96.5903161 43.4940084, -96.590427 43.4940463, -96.5905164 43.4940508, -96.5905811 43.4940039, -96.5906766 43.4938854, -96.5908399 43.4937446, -96.5912589 43.4933289, -96.591453 43.4931031, -96.5916317 43.4929936, -96.591721 43.4929064, -96.5918073 43.4928751, -96.5918967 43.4928707, -96.5919583 43.4928662, -96.59206 43.4928237, -96.5921616 43.4927611, -96.5925314 43.4926315, -96.5926639 43.4926203, -96.5927686 43.492627, -96.5928487 43.4925935, -96.5929042 43.4925443, -96.5930459 43.492513, -96.5933016 43.4925063, -96.593431 43.4925242, -96.5936313 43.4925868, -96.5938192 43.4926226, -96.5938839 43.4926628, -96.5939486 43.4927008, -96.5940103 43.4927164, -96.5941428 43.4927254, -96.5945433 43.4927835, -96.5947251 43.4928237, -96.5950886 43.4929467, -96.5952365 43.4929891, -96.5953505 43.4930115, -96.5955724 43.4931165, -96.5956309 43.4931612, -96.5957203 43.4932238, -96.5959298 43.4932998, -96.5968174 43.4937771, -96.5970639 43.4939203, -96.5971856 43.493985, -96.5972643 43.4940744, -96.597499 43.4941142, -96.5977365 43.4941541, -96.5978479 43.4941929, -96.5978836 43.4942629, -96.5979311 43.4942974, -96.5980113 43.4942812, -96.5980944 43.4943027, -96.598283 43.4943803, -96.5984107 43.4943936, -96.5985473 43.4944918, -96.598673 43.4945701, -96.5987817 43.494686, -96.5989839 43.4948541, -96.599168 43.4950568, -96.5993269 43.4952022, -96.5994219 43.4952916, -96.5995086 43.495408, -96.5996157 43.4955766, -96.5996579 43.4956898, -96.5996906 43.4958646, -96.5996815 43.4960398, -96.5996661 43.4961338, -96.599414 43.4971047, -96.5992584 43.4977215, -96.5992638 43.4978343, -96.5992638 43.4979452, -96.5992316 43.4980309, -96.5992503 43.4982176, -96.5992959 43.4982702, -96.5993442 43.4982994, -96.599363 43.4983577, -96.5993871 43.4984278, -96.5994086 43.4984842, -96.5994006 43.4985426, -96.5993979 43.4986651, -96.5994381 43.4988208, -96.5995132 43.4989862, -96.59954 43.4990465, -96.5995293 43.4990873, -96.5994837 43.4990951, -96.5994676 43.4991107, -96.5994757 43.4991418, -96.5995561 43.4992838, -96.5995668 43.4993422, -96.5995661 43.4994645, -96.5996314 43.4995407, -96.5996676 43.4996144, -96.5996858 43.4996906, -96.5997397 43.4998071, -96.5997575 43.5001378, -96.59974 43.5003033, -96.5998636 43.5005971, -96.6005414 43.5015358, -96.6006153 43.5017727, -96.6005352 43.5018978, -96.6003442 43.5021839, -96.6000546 43.5025548, -96.5999437 43.5028811, -96.5999129 43.5032879, -96.6000176 43.5036365, -96.6000238 43.5040253, -96.6000423 43.5041505, -96.6005167 43.5046958, -96.6007756 43.5049461, -96.6014595 43.5054958, -96.6018601 43.5059204, -96.6022298 43.5064567, -96.6028029 43.5073104, -96.6030555 43.508012, -96.6031849 43.5083517, -96.6028395 43.5088268))",,,,,,,,,,,,,water,,river,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,
relation,13894310,"POLYGON ((-96.6221423 43.535301, -96.6213806 43.5345077, -96.6209032 43.5340021, -96.6209246 43.5336054, -96.621107 43.5333332, -96.6215952 43.5333604, -96.6231455 43.5348538, -96.6221423 43.535301), (-96.6217025 43.5338582, -96.6217561 43.5337921, -96.6216917 43.5337493, -96.6215737 43.5337026, -96.6215415 43.5337376, -96.6215844 43.5337726, -96.6216703 43.5337999, -96.6217025 43.5338582), (-96.6215844 43.5343949, -96.6216542 43.5344299, -96.6217293 43.5344027, -96.621681 43.534356, -96.6216113 43.5342743, -96.6215469 43.5342743, -96.6215469 43.5343443, -96.6215844 43.5343949), (-96.6222228 43.5344532, -96.6222496 43.5345582, -96.6223408 43.5345388, -96.6223247 43.5344688, -96.6223247 43.534391, -96.6222174 43.5344027, -96.6222228 43.5344532))",,,,,,,,,,,,fairway,,,,,,,,,,,,grass,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,
