,iteration,nbr_bike_lanes,nbr_none_bike_lanes,modal_share_car,modal_share_bike,index_removed,flow_of_removed_edge
0,0,48.0,0.0,,,,
1,0,47.0,1.0,91.7172829915924,8.2827170084076,11.0,256.3572600015768
2,1,46.0,2.0,91.71836389037917,8.281636109620838,22.0,256.3571964422068
3,2,45.0,3.0,91.71944124737354,8.280558752626451,18.0,214.31687903420658
4,3,44.0,4.0,91.72046097023737,8.279539029762644,14.0,209.45446128768214
5,4,43.0,5.0,91.72145804058503,8.278541959414966,13.0,240.93026241122197
6,5,42.0,6.0,91.72243017786859,8.2775698221314,27.0,170.10728541978082
7,6,41.0,7.0,91.72337915589,8.276620844109983,15.0,179.5407062288627
8,7,40.0,8.0,91.7243011821816,8.275698817818396,40.0,184.39938098534978
9,8,39.0,9.0,91.72526054675659,8.27473945324342,19.0,259.7231062517051
10,9,38.0,10.0,91.72623712379584,8.273762876204168,30.0,275.31954915012983
11,10,37.0,11.0,91.72722383374987,8.272776166250122,4.0,219.6205671978992
12,11,36.0,12.0,91.72820800295189,8.271791997048108,16.0,40.05206744919968
13,12,35.0,13.0,91.72901380772613,8.27098619227386,32.0,350.89294245580066
14,13,34.0,14.0,91.73189030294733,8.268109697052656,28.0,124.84402839958736
15,14,33.0,15.0,91.73476498021593,8.265235019784063,7.0,309.54255672957953
16,15,32.0,16.0,91.73769237281554,8.262307627184452,20.0,124.83897434331836
17,16,31.0,17.0,91.74056919605763,8.25943080394238,43.0,313.991134853498
18,17,30.0,18.0,91.74354810527674,8.25645189472326,33.0,246.9031106925484
19,18,29.0,19.0,91.74646485051039,8.253535149489624,17.0,284.11788059816274
20,19,28.0,20.0,91.74943094937048,8.250569050629526,31.0,157.763584543479
21,20,27.0,21.0,91.75211838305944,8.24788161694056,25.0,229.43956610415466
22,21,26.0,22.0,91.7549812979761,8.245018702023891,29.0,150.39720748396462
23,22,25.0,23.0,91.75780100330718,8.242198996692819,36.0,287.66802517942375
24,23,24.0,24.0,91.76078052018319,8.239219479816805,34.0,122.94328315782757
25,24,23.0,25.0,91.76349706962247,8.236502930377526,6.0,580.5205836944242
26,25,22.0,26.0,91.77598360918752,8.22401639081249,0.0,541.2719480129643
27,26,21.0,27.0,91.78841170911542,8.211588290884563,10.0,565.0469223156374
28,27,20.0,28.0,91.80076117902694,8.19923882097307,38.0,539.9855446820603
29,28,19.0,29.0,91.81305472026682,8.186945279733186,41.0,565.0960111626598
30,29,18.0,30.0,91.82548245928753,8.174517540712467,9.0,538.1344242383844
31,30,17.0,31.0,91.83777835351404,8.162221646485971,3.0,532.9838765141216
32,31,16.0,32.0,91.84625806253457,8.153741937465432,24.0,499.28248971045065
33,32,15.0,33.0,91.85459370437268,8.145406295627314,37.0,521.1494391738797
34,33,14.0,34.0,91.86604269478158,8.13395730521842,47.0,516.4404342960802
35,34,13.0,35.0,91.87726848452894,8.12273151547106,44.0,484.3446580956662
36,35,12.0,36.0,91.88467397587615,8.115326024123847,23.0,448.5316605449963
37,36,11.0,37.0,91.8920848103028,8.107915189697183,1.0,717.1023318625627
38,37,10.0,38.0,91.9084244647397,8.0915755352603,2.0,711.279057060108
39,38,9.0,39.0,91.92481974103075,8.07518025896926,8.0,710.5918002236821
40,39,8.0,40.0,91.94105434040743,8.058945659592554,21.0,709.3878302377278
41,40,7.0,41.0,91.9571872513071,8.042812748692892,26.0,709.9581733318134
42,41,6.0,42.0,91.97347067168796,8.026529328312025,39.0,708.6904764954313
43,42,5.0,43.0,91.98970704867263,8.010292951327365,45.0,707.9756753489228
44,43,4.0,44.0,92.00588504388038,7.994114956119606,46.0,702.2280279955884
45,44,3.0,45.0,92.02204197640634,7.977958023593653,5.0,819.088297736703
46,45,2.0,46.0,92.0407098588835,7.959290141116496,12.0,816.6340291066864
47,46,1.0,47.0,92.059434956103,7.940565043896994,42.0,816.5917612004484
48,47,0.0,48.0,92.07815063805967,7.921849361940329,35.0,814.1366081175113
