,iteration,nbr_bike_lanes,nbr_none_bike_lanes,modal_share_car,modal_share_bike,index_removed,flow_of_removed_edge
0,0,48.0,0.0,,,,
1,0,47.0,1.0,84.13546321496898,15.864536785031014,9.0,803.1720875778333
2,1,46.0,2.0,84.31564531331615,15.684354686683838,11.0,875.9150206674849
3,2,45.0,3.0,84.32249240038942,15.677507599610566,40.0,826.829922379299
4,3,44.0,4.0,84.32971185214842,15.67028814785158,13.0,921.9045159506059
5,4,43.0,5.0,84.33599991797635,15.664000082023644,27.0,920.0776164283004
6,5,42.0,6.0,84.33415683028606,15.665843169713952,15.0,987.0889304304144
7,6,41.0,7.0,84.33594642443938,15.664053575560624,23.0,1063.2010676028765
8,7,40.0,8.0,84.346755273404,15.653244726596,19.0,926.8512103334956
9,8,39.0,9.0,84.35566441178241,15.644335588217581,47.0,1096.044244633904
10,9,38.0,10.0,84.35940571525464,15.640594284745365,37.0,840.6703207051978
11,10,37.0,11.0,84.36458194237981,15.635418057620184,43.0,1046.5116399422827
12,11,36.0,12.0,84.37045652862591,15.629543471374093,31.0,1093.011476010958
13,12,35.0,13.0,84.37430032200393,15.625699677996069,17.0,740.4110467828742
14,13,34.0,14.0,84.3745667033021,15.6254332966979,36.0,1439.7917738018084
15,14,33.0,15.0,84.3929658146665,15.607034185333507,28.0,1399.729799523819
16,15,32.0,16.0,84.39436133706451,15.605638662935483,32.0,758.4093183494439
17,16,31.0,17.0,84.39858564008703,15.601414359912974,30.0,1461.1473357512355
18,17,30.0,18.0,84.40728569954466,15.592714300455324,16.0,737.1200010489251
19,18,29.0,19.0,84.4159352895205,15.584064710479492,4.0,668.205496403904
20,19,28.0,20.0,84.41799437666914,15.582005623330849,29.0,1485.5791266115195
21,20,27.0,21.0,84.4287910113348,15.571208988665209,25.0,576.4094109906141
22,21,26.0,22.0,84.43257729171461,15.567422708285395,33.0,458.6750006353556
23,22,25.0,23.0,84.44210663026426,15.557893369735734,6.0,1946.6792267834653
24,23,24.0,24.0,84.45712707456103,15.54287292543898,38.0,2081.378582941984
25,24,23.0,25.0,84.48312748312344,15.516872516876557,24.0,2031.5067814074546
26,25,22.0,26.0,84.50840504520862,15.491594954791378,41.0,1810.275148892004
27,26,21.0,27.0,84.51152984967592,15.488470150324074,44.0,1559.9219832573074
28,27,20.0,28.0,84.53790933032154,15.46209066967847,34.0,2129.530958775268
29,28,19.0,29.0,84.55820985464258,15.441790145357409,20.0,1339.8865128732443
30,29,18.0,30.0,84.58110425822022,15.418895741779776,7.0,1903.8450329645357
31,30,17.0,31.0,84.58849383254578,15.411506167454213,0.0,2100.81731416527
32,31,16.0,32.0,84.62923385255078,15.37076614744921,10.0,1674.1813244852324
33,32,15.0,33.0,84.6383281230118,15.361671876988197,3.0,1843.0736089897284
34,33,14.0,34.0,84.66828249435201,15.33171750564799,18.0,2990.656587565234
35,34,13.0,35.0,84.70726048976951,15.292739510230488,22.0,2768.8028463568876
36,35,12.0,36.0,84.71425106279169,15.28574893720831,14.0,364.98125204781655
37,36,11.0,37.0,84.71983914529713,15.280160854702876,46.0,4623.0679246568725
38,37,10.0,38.0,84.7485346326721,15.251465367327906,45.0,4694.492339710249
39,38,9.0,39.0,84.783614030316,15.216385969684001,42.0,3610.067266765652
40,39,8.0,40.0,84.8324717014992,15.167528298500798,39.0,4447.3093098451445
41,40,7.0,41.0,84.90656928456558,15.09343071543443,26.0,4472.367256251746
42,41,6.0,42.0,84.94112764284861,15.058872357151387,35.0,4558.83711223785
43,42,5.0,43.0,84.99880165372942,15.001198346270597,12.0,4317.5365977894635
44,43,4.0,44.0,85.0494581363299,14.9505418636701,21.0,4963.276465304334
45,44,3.0,45.0,85.15188955521472,14.848110444785279,8.0,4896.859528064571
46,45,2.0,46.0,85.17891044321708,14.821089556782924,1.0,4644.047002880962
47,46,1.0,47.0,85.24821077668182,14.751789223318198,2.0,3905.416949787487
48,47,0.0,48.0,85.32068095406605,14.679319045933942,5.0,4011.972307609454
