,iteration,nbr_bike_lanes,nbr_none_bike_lanes,modal_share_car,modal_share_bike,index_removed,flow_of_removed_edge
0,0,48.0,0.0,,,,
1,0,47.0,1.0,82.42645790835438,17.573542091645628,1.0,1034.9997709984448
2,1,46.0,2.0,82.99206970625917,17.00793029374082,39.0,981.4627125129264
3,2,45.0,3.0,83.02352433424535,16.976475665754652,22.0,1030.463353890841
4,3,44.0,4.0,83.03018297426092,16.969817025739083,13.0,993.9528934431789
5,4,43.0,5.0,83.03049615300148,16.969503846998528,26.0,1031.1590529973116
6,5,42.0,6.0,83.03567954362673,16.964320456373258,18.0,948.9432843782067
7,6,41.0,7.0,83.03881937330581,16.961180626694176,7.0,941.2674200932966
8,7,40.0,8.0,83.04424465862391,16.955755341376083,20.0,960.888303208739
9,8,39.0,9.0,83.05037260219117,16.949627397808825,34.0,1000.3109877696235
10,9,38.0,10.0,83.0512506955219,16.948749304478085,45.0,1023.8337175916225
11,10,37.0,11.0,83.05367302012553,16.946326979874463,12.0,1022.1376148373873
12,11,36.0,12.0,83.05925558678321,16.940744413216795,14.0,1013.3673972294182
13,12,35.0,13.0,83.06936846783451,16.930631532165506,27.0,1043.906847805163
14,13,34.0,14.0,83.07159419619862,16.92840580380138,40.0,1054.6247990480454
15,14,33.0,15.0,83.07209972623671,16.92790027376328,46.0,1440.05971635919
16,15,32.0,16.0,83.08371795004905,16.916282049950933,2.0,1505.6941190697758
17,16,31.0,17.0,83.10317906476932,16.896820935230668,35.0,1466.7615117147243
18,17,30.0,18.0,83.10434399616284,16.895656003837157,8.0,1288.5300398263973
19,18,29.0,19.0,83.11580924760551,16.884190752394503,21.0,1066.9842066997496
20,19,28.0,20.0,83.123027808072,16.876972191928004,5.0,1565.9654961232563
21,20,27.0,21.0,83.14543356540537,16.854566434594638,25.0,1685.99443653063
22,21,26.0,22.0,83.15773822395771,16.842261776042296,29.0,1367.592960292053
23,22,25.0,23.0,83.16170730522573,16.83829269477427,33.0,600.7601717080523
24,23,24.0,24.0,83.17526005636351,16.824739943636484,44.0,2002.2955004312992
25,24,23.0,25.0,83.18538966501923,16.814610334980777,37.0,2048.8478380183865
26,25,22.0,26.0,83.20120114363206,16.798798856367934,16.0,2088.1233256195214
27,26,21.0,27.0,83.22974245288694,16.77025754711306,41.0,1993.355696707241
28,27,20.0,28.0,83.25014359254354,16.74985640745647,30.0,1920.8808609348737
29,28,19.0,29.0,83.27985054952148,16.720149450478527,42.0,1983.5383930928372
30,29,18.0,30.0,83.30604322864514,16.69395677135486,38.0,2082.1125422379937
31,30,17.0,31.0,83.32300006550452,16.67699993449548,4.0,2353.404152574301
32,31,16.0,32.0,83.34140372450511,16.658596275494876,0.0,2753.34969442261
33,32,15.0,33.0,83.35635575186842,16.643644248131576,10.0,2138.4347095586936
34,33,14.0,34.0,83.4192365854263,16.5807634145737,3.0,2693.9825860890555
35,34,13.0,35.0,83.46246063892295,16.537539361077037,9.0,2340.357786132442
36,35,12.0,36.0,83.50284620967086,16.497153790329136,6.0,2005.8735844078296
37,36,11.0,37.0,83.51599062673259,16.484009373267412,47.0,2849.5579536867003
38,37,10.0,38.0,83.55390882480708,16.44609117519292,31.0,2736.0079970038373
39,38,9.0,39.0,83.59528384172165,16.404716158278365,43.0,2199.075012204575
40,39,8.0,40.0,83.61068154868019,16.389318451319802,17.0,2613.796860111011
41,40,7.0,41.0,83.6433394747974,16.356660525202606,32.0,4738.93225846527
42,41,6.0,42.0,83.7122152187157,16.287784781284298,28.0,4484.528714138316
43,42,5.0,43.0,83.73848702170244,16.26151297829756,36.0,4733.031415877221
44,43,4.0,44.0,83.79133079962016,16.20866920037984,23.0,4887.982683527119
45,44,3.0,45.0,83.84991802988544,16.150081970114556,24.0,5501.818346949713
46,45,2.0,46.0,83.96640415649935,16.033595843500645,11.0,5477.980927780789
47,46,1.0,47.0,83.97335175818391,16.02664824181609,19.0,6149.819818447461
48,47,0.0,48.0,84.09684242476693,15.903157575233065,15.0,6895.498530930529
