,iteration,nbr_bike_lanes,nbr_none_bike_lanes,modal_share_car,modal_share_bike,index_removed,flow_of_removed_edge
0,0,48.0,0.0,,,,
1,0,47.0,1.0,84.96459961784532,15.035400382154684,11.0,892.3416981336684
2,1,46.0,2.0,85.01868875281559,14.98131124718441,41.0,940.5317651341819
3,2,45.0,3.0,85.0203593300674,14.9796406699326,19.0,856.7804145214243
4,3,44.0,4.0,85.02377151826443,14.976228481735568,15.0,494.16436227467534
5,4,43.0,5.0,85.02238383936901,14.97761616063099,4.0,893.4951855672871
6,5,42.0,6.0,85.02214783311786,14.977852166882135,16.0,695.5099353693704
7,6,41.0,7.0,85.02295690266716,14.97704309733284,30.0,742.0466010045541
8,7,40.0,8.0,85.0236693618646,14.976330638135405,18.0,952.2175243709673
9,8,39.0,9.0,85.02733088064682,14.972669119353185,14.0,687.2549124220463
10,9,38.0,10.0,85.02628835593549,14.973711644064505,22.0,728.9151169696235
11,10,37.0,11.0,85.02657346490827,14.973426535091738,38.0,983.2360120253588
12,11,36.0,12.0,85.03498174000703,14.965018259992974,0.0,1194.6655131739124
13,12,35.0,13.0,85.04685297933483,14.953147020665178,10.0,1065.78331265813
14,13,34.0,14.0,85.05343351885422,14.946566481145782,24.0,1146.005415719639
15,14,33.0,15.0,85.0685856056368,14.931414394363197,47.0,1372.3591930217717
16,15,32.0,16.0,85.07318102491516,14.926818975084831,37.0,1112.6656388937374
17,16,31.0,17.0,85.08237155536749,14.91762844463252,31.0,1182.1382603564937
18,17,30.0,18.0,85.08659999771491,14.913400002285087,17.0,195.65242203619883
19,18,29.0,19.0,85.09185839865236,14.908141601347639,43.0,889.8361737298475
20,19,28.0,20.0,85.09322741709154,14.90677258290845,6.0,1191.9128185704571
21,20,27.0,21.0,85.1028260103351,14.8971739896649,9.0,1440.0712495109992
22,21,26.0,22.0,85.11659216124951,14.883407838750479,23.0,1390.0408598569743
23,22,25.0,23.0,85.13857985741902,14.86142014258099,28.0,1433.9245428387867
24,23,24.0,24.0,85.15433808151415,14.845661918485842,32.0,1111.583564063375
25,24,23.0,25.0,85.15997267328852,14.840027326711484,36.0,668.2283821854082
26,25,22.0,26.0,85.16931950291232,14.830680497087693,42.0,1462.9298581597968
27,26,21.0,27.0,85.17766477228761,14.82233522771238,26.0,1570.3349406201503
28,27,20.0,28.0,85.20268055750493,14.797319442495066,39.0,1323.3294348652166
29,28,19.0,29.0,85.21668495960839,14.783315040391617,46.0,1584.414245749375
30,29,18.0,30.0,85.2333011654589,14.766698834541089,45.0,1673.404374539981
31,30,17.0,31.0,85.25099115450142,14.74900884549857,3.0,2263.6632304775885
32,31,16.0,32.0,85.27581450213059,14.724185497869405,1.0,2413.5765077793576
33,32,15.0,33.0,85.30524327791096,14.69475672208903,13.0,2661.7628183516886
34,33,14.0,34.0,85.3328449726813,14.667155027318698,27.0,2324.0969029351645
35,34,13.0,35.0,85.36197265024792,14.638027349752077,12.0,2699.5089009635312
36,35,12.0,36.0,85.39435567687178,14.605644323128223,25.0,3011.2909175455807
37,36,11.0,37.0,85.42735057962045,14.572649420379546,29.0,2841.721714608938
38,37,10.0,38.0,85.46837094074156,14.531629059258435,35.0,2741.7149422907783
39,38,9.0,39.0,85.49787040307592,14.502129596924066,2.0,3094.5222226606943
40,39,8.0,40.0,85.52834546540417,14.47165453459584,5.0,2665.1503644055642
41,40,7.0,41.0,85.57251867241003,14.42748132758998,21.0,2395.8088601075415
42,41,6.0,42.0,85.601872560418,14.398127439581987,33.0,3152.493858456126
43,42,5.0,43.0,85.63474049325254,14.365259506747458,8.0,3896.5669962794695
44,43,4.0,44.0,85.68320010879114,14.31679989120885,40.0,4085.8933557126593
45,44,3.0,45.0,85.72727479440927,14.272725205590739,7.0,4134.088716758997
46,45,2.0,46.0,85.77628710160849,14.223712898391499,34.0,4135.80348469689
47,46,1.0,47.0,85.83971228507873,14.160287714921271,44.0,4096.35202208067
48,47,0.0,48.0,85.90922141878006,14.090778581219931,20.0,4216.654410180482
