,iteration,nbr_bike_lanes,nbr_none_bike_lanes,modal_share_car,modal_share_bike,index_removed,flow_of_removed_edge,average_bi_coef
0,0,76.0,0.0,,,,,
1,0,75.0,1.0,97.20297473363632,2.797025266363678,[56],0.0,1.235526315789474
2,1,74.0,2.0,34.06165303615472,65.93834696384528,[60],0.0,0.8592105263157894
3,2,73.0,3.0,97.16664157360445,2.8333584263955514,[37],2.6419749551114297e-163,1.2302631578947372
4,3,72.0,4.0,35.55587795837793,64.44412204162207,[5],2.178783522846011,0.8644736842105264
5,4,71.0,5.0,97.15477556077434,2.8452244392256567,[38],2.911321440576564e-163,1.2302631578947372
6,5,70.0,6.0,36.69380614533652,63.3061938546635,[2],2.200746799114731,0.869736842105263
7,6,69.0,7.0,97.11976744589086,2.880232554109133,[35],6.690360770708945e-104,1.2144736842105266
8,7,68.0,8.0,38.85298283965595,61.14701716034405,[7],4.918614244934746,0.8973684210526316
9,8,67.0,9.0,97.0793566183194,2.920643381680613,[54],5.326745495717879,1.2118421052631583
10,9,66.0,10.0,39.6872183762449,60.31278162375511,[18],7.733475223078721,0.9059210526315791
11,10,65.0,11.0,97.06387853479876,2.936121465201246,[29],8.370063330275357e-67,1.2065789473684214
12,11,64.0,12.0,40.07280857187624,59.92719142812376,[66],626.2261697676613,0.9328947368421053
13,12,63.0,13.0,97.07332460848961,2.926675391510391,[75],28.317662136265817,1.2243421052631582
14,13,62.0,14.0,40.475912589355026,59.524087410644974,[6],723.4242177827824,0.9381578947368421
15,14,61.0,15.0,97.08083916428134,2.9191608357186616,[8],75.53262704335253,1.2368421052631582
16,15,60.0,16.0,40.93423011184044,59.06576988815955,[48],3.2706254324972923e-131,0.9868421052631579
17,16,59.0,17.0,97.07862424285135,2.921375757148655,[11],56.7962306866395,1.2697368421052635
18,17,58.0,18.0,41.3200686778171,58.67993132218291,[9],788.5666616816898,1.025
19,18,57.0,19.0,97.0864060750218,2.913593924978197,[12],48.37933994275629,1.3078947368421057
20,19,56.0,20.0,41.38188763582617,58.61811236417383,[23],1578.3829588774042,1.0572368421052634
21,20,55.0,21.0,97.08316904387256,2.916830956127439,[64],80.87350834666219,1.3421052631578951
22,21,54.0,22.0,43.693791924482355,56.30620807551765,[57],2372.7155925141587,1.0967105263157895
23,22,53.0,23.0,97.08376142469005,2.9162385753099547,[62],81.54398352267728,1.360526315789474
24,23,52.0,24.0,44.458042417316534,55.541957582683466,[3],3259.312344083234,1.1217105263157894
25,24,51.0,25.0,97.08987666820879,2.910123331791214,[15],89.54732499594928,1.3809210526315792
26,25,50.0,26.0,44.62359499544392,55.37640500455608,[13],1484.8728015788322,1.1532894736842105
27,26,49.0,27.0,97.07733977501917,2.922660224980825,[50],127.52249066152264,1.4125000000000003
28,27,48.0,28.0,50.18556255297525,49.814437447024744,[1],2832.68460703545,1.1953947368421052
29,28,47.0,29.0,97.04075135281602,2.959248647183975,[44],129.43328932490147,1.455263157894737
30,29,46.0,30.0,50.94560872648538,49.05439127351461,[41],2957.940405383494,1.230921052631579
31,30,45.0,31.0,97.01415869578983,2.9858413042101675,[55],129.83577651432924,1.4828947368421055
32,31,44.0,32.0,58.32472264811985,41.675277351880155,[21],789.0166078055217,1.2835526315789476
33,32,43.0,33.0,96.59074234166496,3.4092576583350436,[4],299.5293293072447,1.5210526315789477
34,33,42.0,34.0,69.5316649477654,30.468335052234597,[63],2009.5538531901325,1.392105263157895
35,34,41.0,35.0,96.12045283731408,3.8795471626859284,[69],325.4755589632083,1.5684210526315792
36,35,40.0,36.0,70.89252305862681,29.107476941373182,[45],1643.5025747405182,1.448026315789474
37,36,39.0,37.0,95.91523082201809,4.08476917798192,[14],397.5530609348599,1.598684210526316
38,37,38.0,38.0,73.28593323387568,26.71406676612431,[19],2251.3236784726078,1.5125
39,38,37.0,39.0,95.74560067629425,4.254399323705748,[17],412.44006142648425,1.6453947368421056
40,39,36.0,40.0,74.179122812347,25.820877187653007,[33],2984.1548303034974,1.5506578947368421
41,40,35.0,41.0,95.80816357903457,4.191836420965429,[20],434.9717026172732,1.6848684210526317
42,41,34.0,42.0,78.31110893285083,21.688891067149164,[16],2891.60548316264,1.607894736842105
43,42,33.0,43.0,95.10118526669693,4.898814733303077,[39],528.8971001067752,1.7157894736842105
44,43,32.0,44.0,84.21070291766742,15.78929708233258,[36],1368.6953730211233,1.6684210526315788
45,44,31.0,45.0,93.80676415303213,6.193235846967872,[74],682.123620958849,1.7223684210526315
46,45,30.0,46.0,90.9467512172624,9.0532487827376,[70],825.5364741725872,1.730263157894737
47,46,29.0,47.0,92.2558425102055,7.744157489794504,[65],896.5091581188536,1.745394736842105
48,47,28.0,48.0,91.47813756917552,8.521862430824488,[59],887.2116423758638,1.780263157894737
