,iteration,nbr_bike_lanes,nbr_none_bike_lanes,modal_share_car,modal_share_bike,index_removed,flow_of_removed_edge
0,0,48.0,0.0,,,,
1,0,47.0,1.0,92.08386639962298,7.916133600377022,30.0,106.85984619447358
2,1,46.0,2.0,92.08419108416007,7.915808915839946,16.0,96.40023869825504
3,2,45.0,3.0,92.08456068963825,7.915439310361748,18.0,89.45841734510967
4,3,44.0,4.0,92.08512592578965,7.914874074210336,22.0,76.53685016484742
5,4,43.0,5.0,92.08570198584502,7.91429801415499,7.0,111.12981037888021
6,5,42.0,6.0,92.08661235272824,7.913387647271766,20.0,107.33599763083915
7,6,41.0,7.0,92.08894067701569,7.911059322984309,13.0,113.06961628441763
8,7,40.0,8.0,92.09040073227666,7.909599267723344,41.0,103.76885491708967
9,8,39.0,9.0,92.09228500551237,7.90771499448764,11.0,106.52991048634871
10,9,38.0,10.0,92.09410083823883,7.905899161761178,43.0,118.80908429780936
11,10,37.0,11.0,92.0948723231591,7.905127676840909,32.0,114.56465776844914
12,11,36.0,12.0,92.09791604496593,7.902083955034069,33.0,116.53945001894581
13,12,35.0,13.0,92.09986868814448,7.900131311855521,38.0,116.37412146891909
14,13,34.0,14.0,92.10189385304614,7.898106146953872,25.0,113.31449080300085
15,14,33.0,15.0,92.10292261469655,7.89707738530344,29.0,69.98612606419233
16,15,32.0,16.0,92.10322353421387,7.896776465786126,31.0,64.28390423574234
17,16,31.0,17.0,92.10345434989262,7.896545650107386,17.0,73.60553670978445
18,17,30.0,18.0,92.10633235730428,7.893667642695726,34.0,107.5464972373796
19,18,29.0,19.0,92.1081866759688,7.891813324031212,36.0,53.060066719715536
20,19,28.0,20.0,92.11024726511799,7.889752734882004,28.0,153.8442272559244
21,20,27.0,21.0,92.11353579650128,7.886464203498714,24.0,128.75481418473709
22,21,26.0,22.0,92.11815146879232,7.881848531207683,4.0,165.38169614285266
23,22,25.0,23.0,92.12015181882907,7.879848181170936,19.0,114.54634793686775
24,23,24.0,24.0,92.12428374896857,7.875716251031435,15.0,122.88440190934347
25,24,23.0,25.0,92.12845704329266,7.871542956707349,14.0,179.563859622503
26,25,22.0,26.0,92.13683227972471,7.863167720275286,10.0,172.88471992085576
27,26,21.0,27.0,92.14338902599884,7.856610974001151,0.0,190.92311536540572
28,27,20.0,28.0,92.15126556501177,7.848734434988228,46.0,228.8203077123753
29,28,19.0,29.0,92.16208285709301,7.837917142906995,37.0,228.98297240281613
30,29,18.0,30.0,92.17297950363796,7.827020496362043,9.0,264.7826113940548
31,30,17.0,31.0,92.18545433466177,7.814545665338223,6.0,263.0927218364799
32,31,16.0,32.0,92.1972508833511,7.802749116648896,23.0,288.7144104677107
33,32,15.0,33.0,92.20775770126394,7.792242298736054,47.0,260.8441060038733
34,33,14.0,34.0,92.21860185093598,7.781398149064013,27.0,286.9670824977406
35,34,13.0,35.0,92.23135487963503,7.768645120364972,3.0,285.83734747650306
36,35,12.0,36.0,92.24278739324362,7.757212606756384,40.0,276.2672771133001
37,36,11.0,37.0,92.25392864901478,7.7460713509852175,44.0,250.103049115341
38,37,10.0,38.0,92.26309080140616,7.7369091985938425,26.0,316.29996677782214
39,38,9.0,39.0,92.27802013286717,7.721979867132833,1.0,315.6378368407117
40,39,8.0,40.0,92.29287460806046,7.707125391939542,45.0,318.1912646630709
41,40,7.0,41.0,92.30798161946922,7.692018380530788,8.0,343.8980281505649
42,41,6.0,42.0,92.32429621566946,7.675703784330542,2.0,351.3012306785822
43,42,5.0,43.0,92.3410643297076,7.658935670292396,35.0,353.3289739549575
44,43,4.0,44.0,92.35781566836991,7.642184331630092,39.0,353.49833378353486
45,44,3.0,45.0,92.37462048923476,7.625379510765243,21.0,361.2966887651779
46,45,2.0,46.0,92.39173331726734,7.608266682732667,5.0,382.7641506453568
47,46,1.0,47.0,92.40977032811142,7.590229671888579,12.0,416.3254016211214
48,47,0.0,48.0,92.42954190494153,7.570458095058486,42.0,434.95259549050394
