,iteration,nbr_bike_lanes,nbr_none_bike_lanes,modal_share_car,modal_share_bike,index_removed,flow_of_removed_edge
0,0,48.0,0.0,,,,
1,0,47.0,1.0,87.16996302048558,12.830036979514409,40.0,646.3435590053195
2,1,46.0,2.0,87.17289991079625,12.827100089203752,13.0,597.4437899630192
3,2,45.0,3.0,87.17400621311184,12.825993786888176,27.0,488.42225512037356
4,3,44.0,4.0,87.17601047207508,12.82398952792492,39.0,771.0650564993923
5,4,43.0,5.0,87.18005521850644,12.819944781493561,26.0,843.0325248048822
6,5,42.0,6.0,87.18371410505586,12.816285894944151,28.0,650.6543524496205
7,6,41.0,7.0,87.1855957027534,12.814404297246595,32.0,354.81095318469704
8,7,40.0,8.0,87.18697923722203,12.81302076277798,36.0,509.2822524923155
9,8,39.0,9.0,87.18554197032807,12.814458029671929,45.0,772.9864953772294
10,9,38.0,10.0,87.19066224103457,12.809337758965428,34.0,779.585936296823
11,10,37.0,11.0,87.19379830356958,12.806201696430431,20.0,435.14868147537305
12,11,36.0,12.0,87.19660047967153,12.803399520328481,46.0,788.5700117690773
13,12,35.0,13.0,87.20064038127549,12.799359618724507,29.0,805.6117867763363
14,13,34.0,14.0,87.20381537251427,12.796184627485726,33.0,575.7354031167804
15,14,33.0,15.0,87.20856235595413,12.791437644045878,25.0,862.7655632417606
16,15,32.0,16.0,87.21834011841327,12.78165988158673,7.0,963.1915485566111
17,16,31.0,17.0,87.21917586754478,12.780824132455223,8.0,871.5789844904035
18,17,30.0,18.0,87.22174658226632,12.778253417733682,2.0,861.2936694244805
19,18,29.0,19.0,87.22814579921808,12.771854200781913,1.0,567.23682938811
20,19,28.0,20.0,87.23680241848865,12.763197581511342,21.0,861.7616903643672
21,20,27.0,21.0,87.24240011668185,12.757599883318147,12.0,985.7374985053109
22,21,26.0,22.0,87.25670341647032,12.74329658352969,35.0,926.545600079356
23,22,25.0,23.0,87.27006834522777,12.72993165477223,5.0,1169.4204817653417
24,23,24.0,24.0,87.28495630517082,12.715043694829173,19.0,1234.6221633333887
25,24,23.0,25.0,87.29806105219645,12.701938947803566,15.0,994.3687291599786
26,25,22.0,26.0,87.30447974171119,12.695520258288811,11.0,544.5188218840486
27,26,21.0,27.0,87.30864236258867,12.691357637411327,17.0,1156.1780290212744
28,27,20.0,28.0,87.32543086363563,12.674569136364372,43.0,1436.6000681750127
29,28,19.0,29.0,87.34158957544356,12.658410424556429,31.0,976.7693711118757
30,29,18.0,30.0,87.35122786397476,12.648772136025244,42.0,1246.9636051677776
31,30,17.0,31.0,87.36926221328176,12.630737786718244,14.0,1482.5912171016491
32,31,16.0,32.0,87.38762089006322,12.61237910993677,22.0,1464.8105923575301
33,32,15.0,33.0,87.4018126697437,12.5981873302563,18.0,863.1703744938594
34,33,14.0,34.0,87.40920214217458,12.590797857825429,16.0,1665.6236588600348
35,34,13.0,35.0,87.43656098484479,12.563439015155211,30.0,1197.016333424911
36,35,12.0,36.0,87.45239384994441,12.547606150055588,4.0,1574.2842369728235
37,36,11.0,37.0,87.47467998288833,12.52532001711166,38.0,2778.115496415106
38,37,10.0,38.0,87.49672848367355,12.503271516326459,24.0,2402.04566737388
39,38,9.0,39.0,87.53331327746741,12.466686722532588,10.0,2751.0075996514524
40,39,8.0,40.0,87.55954974547694,12.440450254523043,41.0,2869.908567447888
41,40,7.0,41.0,87.5923209356485,12.407679064351493,44.0,2667.33578429485
42,41,6.0,42.0,87.6281542720882,12.371845727911811,0.0,3024.7156925366094
43,42,5.0,43.0,87.66640464519062,12.333595354809376,3.0,2793.9844948176656
44,43,4.0,44.0,87.70527339784155,12.29472660215845,9.0,2966.612105475174
45,44,3.0,45.0,87.74550956792538,12.254490432074622,47.0,2672.1394398756806
46,45,2.0,46.0,87.77759249623318,12.222407503766817,37.0,2890.3143033032948
47,46,1.0,47.0,87.81638005572066,12.183619944279346,23.0,2880.0272978783714
48,47,0.0,48.0,87.8543407286975,12.145659271302513,6.0,2971.590379656137
