,iteration,nbr_bike_lanes,nbr_none_bike_lanes,modal_share_car,modal_share_bike,index_removed,flow_of_removed_edge
0,0,48.0,0.0,,,,
1,0,47.0,1.0,3.0564952543551382,96.94350474564486,22.0,12165.472279339778
2,1,46.0,2.0,3.0557376382415034,96.9442623617585,18.0,9876.349795957734
3,2,45.0,3.0,3.0549304218079754,96.94506957819202,14.0,8572.513426566724
4,3,44.0,4.0,3.0550690051973644,96.94493099480263,7.0,12118.488989962796
5,4,43.0,5.0,3.0545586960036064,96.9454413039964,20.0,7860.647866647667
6,5,42.0,6.0,3.053891111865553,96.94610888813445,34.0,8138.659522097125
7,6,41.0,7.0,3.0537054575390497,96.94629454246095,11.0,11496.739703315028
8,7,40.0,8.0,3.053151519685045,96.94684848031496,15.0,10646.319366020256
9,8,39.0,9.0,3.05306963388975,96.94693036611027,19.0,4806.890675130416
10,9,38.0,10.0,3.0524279749144583,96.94757202508553,31.0,12058.847931653341
11,10,37.0,11.0,3.0521071382900495,96.94789286170995,17.0,1999.9576973021583
12,11,36.0,12.0,3.0515130746941463,96.94848692530584,43.0,9019.435853180838
13,12,35.0,13.0,3.0520313353177007,96.9479686646823,33.0,16617.277524934827
14,13,34.0,14.0,3.05024467060801,96.94975532939199,29.0,5999.957980142596
15,14,33.0,15.0,3.0490178925456775,96.95098210745432,25.0,12851.248224905907
16,15,32.0,16.0,3.0480883510931505,96.95191164890686,27.0,14923.711965111454
17,16,31.0,17.0,3.0467921484835987,96.95320785151641,13.0,5999.958188681048
18,17,30.0,18.0,3.045289361443934,96.95471063855607,40.0,9490.9348358808
19,18,29.0,19.0,3.0437355427195465,96.95626445728045,36.0,16129.982980538687
20,19,28.0,20.0,3.0428828339693568,96.95711716603064,32.0,5999.957966838884
21,20,27.0,21.0,3.0416098917130623,96.95839010828693,28.0,3788.8726466351995
22,21,26.0,22.0,3.040849871921572,96.95915012807842,4.0,13669.614340424072
23,22,25.0,23.0,3.039022192607072,96.96097780739292,30.0,5999.9580821673635
24,23,24.0,24.0,3.0384827550721187,96.96151724492788,16.0,0.0
25,24,23.0,25.0,3.036872399898,96.96312760010201,2.0,35122.90267502251
26,25,22.0,26.0,3.0384338528727612,96.96156614712723,1.0,30723.57182322975
27,26,21.0,27.0,3.039745263486388,96.96025473651362,12.0,24891.308004408867
28,27,20.0,28.0,3.034439849146397,96.96556015085362,26.0,22570.073646757995
29,28,19.0,29.0,3.0368790884940697,96.96312091150591,39.0,22724.936897269567
30,29,18.0,30.0,3.0396118851878327,96.96038811481216,42.0,22891.343220899864
31,30,17.0,31.0,3.0362753423862308,96.96372465761375,45.0,22569.580029297424
32,31,16.0,32.0,3.0386703790617497,96.96132962093826,46.0,21525.009930378776
33,32,15.0,33.0,3.0417993897516964,96.9582006102483,35.0,21935.003207301583
34,33,14.0,34.0,3.0378462284405447,96.96215377155946,21.0,17526.92712951469
35,34,13.0,35.0,3.0408130916583698,96.95918690834165,8.0,17526.657036621138
36,35,12.0,36.0,3.044271464218987,96.95572853578102,5.0,11935.610931363582
37,36,11.0,37.0,3.0428755445782807,96.95712445542172,9.0,71531.46421673751
38,37,10.0,38.0,3.041257870646663,96.95874212935335,6.0,59532.39571047634
39,38,9.0,39.0,3.039914478765776,96.96008552123423,23.0,45936.88765633352
40,39,8.0,40.0,3.0316067093940546,96.96839329060593,47.0,45533.764090400706
41,40,7.0,41.0,3.0305347697381264,96.96946523026187,37.0,45537.69469660293
42,41,6.0,42.0,3.029030361995458,96.97096963800453,3.0,45937.43950774518
43,42,5.0,43.0,3.0202702971829276,96.97972970281708,44.0,39937.56490072631
44,43,4.0,44.0,3.0123041122234193,96.98769588777658,10.0,43535.87331328988
45,44,3.0,45.0,3.011382517362152,96.98861748263785,38.0,43537.07666846304
46,45,2.0,46.0,3.0090212950416317,96.99097870495838,0.0,33539.94022475073
47,46,1.0,47.0,3.008186018721721,96.99181398127828,41.0,33540.23887704952
48,47,0.0,48.0,3.006947683231232,96.99305231676877,24.0,39938.87558249198
